description,city,district,street,latitude,longitude,date,price,SQ,price_meter,rooms,sauna
block of flats,Espoo,Kivenlahti,Aallonhuippu9,60.15724,24.641398,Available from 12/1/21,894.00,63.50,14.08,2h,no_sauna
block of flats,Espoo,Kivenlahti,Aalto4B,60.15724,24.641398,Available immediately,839.00,62.00,13.53,2h,no_sauna
block of flats,Espoo,Kivenlahti,Jälkimaininki4,60.15724,24.641398,Available immediately,920.00,58.50,15.73,2h,no_sauna
block of flats,Espoo,Kivenlahti,Jälkimaininki4,60.15724,24.641398,Available immediately,938.00,58.50,16.03,2h,no_sauna
block of flats,Espoo,Kivenlahti,Jälkimaininki4,60.15724,24.641398,Available immediately,959.00,58.50,16.39,2h,no_sauna
block of flats,Espoo,Kivenlahti,Kivenlahdenkatu5,60.15724,24.641398,Available immediately,912.00,62.00,14.71,2h,no_sauna
block of flats,Espoo,Kivenlahti,Kivenlahdenkatu6,60.15724,24.641398,Available from 1/1/22,930.00,62.00,15.00,2h,no_sauna
block of flats,Espoo,Kivenlahti,Kivenlahdenkatu6,60.15724,24.641398,Available immediately,899.00,62.00,14.50,2h,no_sauna
block of flats,Espoo,Kivenlahti,Kivenlahdenkatu6,60.15724,24.641398,Available immediately,920.00,62.00,14.84,2h,no_sauna
block of flats,Espoo,Laajalahti,Kirvuntie18C-DC,60.201695,24.782751,Available from 12/1/21,849.00,60.50,14.03,2h,no_sauna
block of flats,Espoo,Laajalahti,Kirvuntie18C-DD,60.201695,24.782751,Available from 12/1/21,849.00,60.50,14.03,2h,no_sauna
block of flats,Espoo,Leppävaara,Leirikaari24,60.22063,24.809466,Available immediately,915.00,48.00,19.06,2h,no_sauna
block of flats,Espoo,Matinkylä,Aapelinkatu6,60.154993,24.752164,Available immediately,862.00,45.50,18.95,2h,no_sauna
block of flats,Espoo,Matinkylä,Kala-Matti3A,60.158317,24.738457,Available from 1/1/22,899.00,50.00,17.98,2h,no_sauna
block of flats,Espoo,Matinkylä,Kala-Matti3B,60.158317,24.738457,Available immediately,899.00,51.50,17.46,2h,no_sauna
block of flats,Espoo,Matinkylä,Kala-Matti3C,60.158317,24.738457,Available immediately,899.00,51.50,17.46,2h,no_sauna
block of flats,Espoo,Matinkylä,Leenankuja2H,60.154515,24.740989,Available immediately,925.00,59.50,15.55,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkatu10D,61.326729,22.156948,Available immediately,879.00,56.00,15.70,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkatu10E,61.326729,22.156948,Available immediately,899.00,56.00,16.05,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkatu10F,61.326729,22.156948,Available immediately,879.00,56.00,15.70,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkatu10F,61.326729,22.156948,Available immediately,899.00,56.00,16.05,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkatu10G,61.326729,22.156948,Available immediately,879.00,56.00,15.70,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkatu22A,60.15789,24.740306,Available from 12/31/21,1150.00,49.00,23.47,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinraitti11C,60.157609,24.745408,Available immediately,879.00,56.00,15.70,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinraitti9,60.157824,24.746456,Available immediately,874.00,56.00,15.61,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinraitti9,60.157824,24.746456,Available immediately,884.00,56.00,15.79,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinraitti9,60.157824,24.746456,Available immediately,894.00,56.00,15.96,2h,no_sauna
block of flats,Espoo,Matinkylä,Nelikkotie8B,60.162374,24.744072,Available from 12/1/21,882.00,47.50,18.57,2h,no_sauna
block of flats,Espoo,Matinkylä,Nelikkotie8B,60.162374,24.744072,Available from 12/10/21,915.00,53.00,17.26,2h,no_sauna
block of flats,Espoo,Matinkylä,Nelikkotie8C,60.162374,24.744072,Available from 12/10/21,870.00,47.00,18.51,2h,no_sauna
block of flats,Espoo,Matinkylä,Sepetlahdentie6B,60.152372,24.744865,Available from 12/1/21,919.00,58.50,15.71,2h,no_sauna
block of flats,Espoo,Matinkylä,Tiistilänkuja1,60.15566,24.737558,Available immediately,1004.00,59.00,17.02,2h,no_sauna
block of flats,Espoo,Matinkylä,Tiistilänkuja3,60.154861,24.737559,Available immediately,940.00,59.00,15.93,2h,no_sauna
block of flats,Espoo,Matinkylä,Tiistilänkuja3,60.154861,24.737559,Available immediately,955.00,59.00,16.19,2h,no_sauna
block of flats,Espoo,Niittymaa,Malmiportti4A,60.20956,24.65104,Available from 12/7/21,904.00,49.50,18.26,2h,no_sauna
block of flats,Espoo,Niittymaa,Malmiportti4A,60.20956,24.65104,Available immediately,799.00,38.50,20.75,2h,no_sauna
block of flats,Espoo,Niittymaa,Malmiportti4A,60.20956,24.65104,Available immediately,870.00,49.00,17.76,2h,no_sauna
block of flats,Espoo,Olari,Kuunkierros3B,60.167557,24.735159,Available immediately,925.00,56.00,16.52,2h,no_sauna
block of flats,Espoo,Olari,Kuunsirppi6A,60.167557,24.735159,Available from 12/1/21,919.00,61.50,14.94,2h,no_sauna
block of flats,Espoo,Olari,Piispanpiha7,60.167557,24.735159,Available immediately,958.00,44.50,21.53,2h,no_sauna
block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,990.00,44.50,22.25,2h,no_sauna
block of flats,Espoo,Olari,Puolikuu2B,60.167557,24.735159,Available immediately,901.00,42.00,21.45,2h,no_sauna
block of flats,Espoo,Olari,Puolikuu2C,60.167557,24.735159,Available immediately,867.00,42.00,20.64,2h,no_sauna
block of flats,Espoo,Olari,Puolikuu2C,60.167557,24.735159,Available immediately,887.00,42.00,21.12,2h,no_sauna
block of flats,Espoo,Olari,Sammalkalliontie4,60.167557,24.735159,Available immediately,895.00,56.50,15.84,2h,no_sauna
block of flats,Espoo,Olari,Ylistörmä1,60.167557,24.735159,Available immediately,902.00,56.50,15.96,2h,no_sauna
block of flats,Espoo,Otaniemi,Servinkuja3,60.179189,24.828084,Available immediately,1085.00,60.00,18.08,2h,no_sauna
block of flats,Espoo,Saarniraivio,Saarnimäenkuja4,60.20956,24.65104,Available immediately,881.00,59.50,14.81,2h,no_sauna
block of flats,Espoo,Saarniraivio,Saarnimäenkuja4,60.20956,24.65104,Available immediately,885.00,59.50,14.87,2h,no_sauna
block of flats,Espoo,Saarniraivio,Saarnimäenkuja4,60.20956,24.65104,Available immediately,898.00,58.50,15.35,2h,no_sauna
block of flats,Espoo,Saarniraivio,Saarnimäenkuja4,60.20956,24.65104,Available immediately,899.00,59.00,15.24,2h,no_sauna
block of flats,Espoo,Saarniraivio,Saarnimäenkuja4,60.20956,24.65104,Available immediately,899.00,59.50,15.11,2h,no_sauna
block of flats,Espoo,Saunalahti,Magneettikatu5,60.169424,24.617771,Available from 12/5/21,930.00,50.00,18.60,2h,no_sauna
block of flats,Espoo,Saunalahti,Magneettikatu8A,60.169519,24.617079,Available immediately,799.00,37.00,21.59,2h,no_sauna
block of flats,Espoo,Soukka,Kaskivuorenkuja3A,60.140076,24.665627,Available immediately,829.00,53.50,15.50,2h,no_sauna
block of flats,Espoo,Soukka,Kaskivuorenkuja3B,60.140076,24.665627,Available from 1/1/22,839.00,53.50,15.68,2h,no_sauna
block of flats,Espoo,Soukka,Kaskivuorenkuja3B,60.140076,24.665627,Available from 12/1/21,829.00,53.50,15.50,2h,no_sauna
block of flats,Espoo,Soukka,Kaskivuorenkuja3C,60.140076,24.665627,Available immediately,829.00,53.50,15.50,2h,no_sauna
block of flats,Espoo,Soukka,Soukanahde4,60.140408,24.674304,Available from 1/1/22,1015.00,63.00,16.11,2h,no_sauna
block of flats,Espoo,Soukka,Soukanahde4,60.140408,24.674304,Available immediately,1090.00,60.00,18.17,2h,no_sauna
block of flats,Espoo,Soukka,Soukankaari11A,60.140563,24.668295,Available immediately,839.00,62.00,13.53,2h,no_sauna
block of flats,Espoo,Soukka,Soukankaari11F,60.140563,24.668295,Available from 12/1/21,839.00,62.00,13.53,2h,no_sauna
block of flats,Espoo,Soukka,Soukankaari13A,60.141209,24.66778,Available from 12/1/21,839.00,62.00,13.53,2h,no_sauna
block of flats,Espoo,Soukka,Soukankaari13E,60.141209,24.66778,Available from 1/1/22,899.00,59.00,15.24,2h,no_sauna
block of flats,Espoo,Soukka,Soukankaari13E,60.141209,24.66778,Available immediately,839.00,59.00,14.22,2h,no_sauna
block of flats,Espoo,Soukka,Soukankaari13F,60.141209,24.66778,Available from 1/1/22,899.00,59.00,15.24,2h,no_sauna
block of flats,Espoo,Soukka,Soukankaari13G,60.141209,24.66778,Available from 12/1/21,839.00,59.00,14.22,2h,no_sauna
block of flats,Espoo,Soukka,Soukankaari13G,60.141209,24.66778,Available from 2/1/22,859.00,59.00,14.56,2h,no_sauna
block of flats,Espoo,Soukka,Soukankaari5B,60.140945,24.670609,Available immediately,879.00,62.00,14.18,2h,no_sauna
block of flats,Espoo,Suurpelto,Klariksentie2,60.183715,24.741868,Available from 1/3/22,936.33,59.00,15.87,2h,no_sauna
block of flats,Espoo,Suurpelto,Klariksentie2,60.183715,24.741868,Available immediately,909.58,59.00,15.42,2h,no_sauna
block of flats,Espoo,Suurpelto,Klariksentie2,60.183715,24.741868,Available immediately,918.99,55.00,16.71,2h,no_sauna
block of flats,Espoo,Suurpelto,Klariksentie2,60.183715,24.741868,Available immediately,935.27,59.50,15.72,2h,no_sauna
block of flats,Espoo,Suurpelto,Klariksentie6,60.182659,24.741057,Available immediately,975.00,55.50,17.57,2h,no_sauna
block of flats,Espoo,Suurpelto,Klariksentie6,60.182659,24.741057,Available immediately,1038.00,55.50,18.70,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie1A,60.184587,24.741916,,863.00,57.00,15.14,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie1C,60.184587,24.741916,,1058.00,61.00,17.34,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie1D,60.184587,24.741916,Available immediately,1084.00,61.00,17.77,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie25,60.188712,24.738873,Available from 1/1/22,985.00,54.00,18.24,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie25,60.188712,24.738873,Available immediately,985.00,54.00,18.24,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie3A-B,60.185177,24.741244,Available on agreement,708.04,51.00,13.88,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie7,60.18578,24.740806,Available immediately,877.70,53.00,16.56,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie7,60.18578,24.740806,Available immediately,886.31,53.00,16.72,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie7,60.18578,24.740806,Available immediately,894.91,53.00,16.89,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie7,60.18578,24.740806,Available immediately,904.50,57.00,15.87,2h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie7,60.18578,24.740806,Available immediately,909.76,55.50,16.39,2h,no_sauna
block of flats,Espoo,Suurpelto,SuurpellonPuistokatu14,60.186774,24.742722,Available immediately,895.00,48.00,18.65,2h,no_sauna
block of flats,Espoo,Suurpelto,SuurpellonPuistokatu14,60.186774,24.742722,Available immediately,909.00,52.00,17.48,2h,no_sauna
block of flats,Espoo,Suvela,Joupinmäenrinne6,60.203507,24.675053,Available immediately,880.00,59.50,14.79,2h,no_sauna
block of flats,Espoo,Suvela,Joupinmäenrinne6,60.203507,24.675053,Available immediately,938.00,59.50,15.76,2h,no_sauna
block of flats,Espoo,Suvela,Kirstintie17,62.282614,25.754692,Available immediately,918.00,59.50,15.43,2h,no_sauna
block of flats,Espoo,Suvela,Kirstintie17,62.282614,25.754692,Available immediately,963.00,59.50,16.18,2h,no_sauna
block of flats,Espoo,Suvela,Kirstintie28,60.205054,24.672615,Available immediately,880.00,54.50,16.15,2h,no_sauna
block of flats,Espoo,Suvela,Kirstintie28,60.205054,24.672615,Available immediately,881.00,54.50,16.17,2h,no_sauna
block of flats,Espoo,Suvela,Kirstintie28,60.205054,24.672615,Available immediately,897.00,54.50,16.46,2h,no_sauna
block of flats,Espoo,Suvela,Kirstintie30,60.205482,24.672946,Available from 1/1/22,913.00,65.50,13.94,2h,no_sauna
block of flats,Espoo,Suvela,Kirstintie30,60.205482,24.672946,Available from 1/1/22,940.00,63.00,14.92,2h,no_sauna
block of flats,Espoo,Suvela,Kirstintie30,60.205482,24.672946,Available immediately,928.00,65.50,14.17,2h,no_sauna
block of flats,Espoo,Suvela,Kirstintie30,60.205482,24.672946,Available immediately,944.00,65.50,14.41,2h,no_sauna
block of flats,Espoo,Suvela,Kirstintie30,60.205482,24.672946,Available immediately,982.00,65.50,14.99,2h,no_sauna
block of flats,Espoo,Tapiola,Jousenkaari5A,60.175487,24.803185,Available from 1/1/22,879.00,40.00,21.98,2h,no_sauna
block of flats,Espoo,Tapiola,Jousenkaari7A,60.175487,24.803185,Available from 12/1/21,869.00,40.00,21.73,2h,no_sauna
block of flats,Espoo,Tapiola,Jousenkaari9,60.175487,24.803185,Available from 12/1/21,900.00,52.00,17.31,2h,no_sauna
block of flats,Espoo,Tapiola,Tietäjäntie11B,60.175487,24.803185,Available on agreement,1098.00,58.00,18.93,2h,no_sauna
block of flats,Espoo,Tapiola,Tietäjäntie11C,60.175487,24.803185,Available immediately,1098.00,58.00,18.93,2h,no_sauna
block of flats,Espoo,Viherlaakso,Viherlaaksonranta3D,60.226224,24.73107,Available from 1/1/22,859.00,51.40,16.71,2h,no_sauna
block of flats,Espoo,Viherlaakso,Viherlaaksonranta7E,60.228216,24.731438,Available from 1/1/22,839.00,51.40,16.32,2h,no_sauna
block of flats,Espoo,Viherlaakso,Viherlaaksonranta7E,60.228216,24.731438,Available from 1/1/22,859.00,51.40,16.71,2h,no_sauna
block of flats,Espoo,Viherlaakso,Viherlaaksonranta7E,60.228216,24.731438,Available immediately,839.00,51.40,16.32,2h,no_sauna
block of flats,Espoo,Viherlaakso,Viherlaaksonranta7F,60.228216,24.731438,Available from 12/1/21,859.00,51.40,16.71,2h,no_sauna
block of flats,Espoo,Viherlaakso,Viherlaaksonranta7G,60.228216,24.731438,Available immediately,839.00,51.40,16.32,2h,no_sauna
block of flats,Espoo,Ymmersta,Ullantorppa2,60.205137,24.707242,Available from 1/1/22,740.89,48.50,15.28,2h,no_sauna
block of flats,Espoo,Ymmersta,Ullantorppa2,60.205137,24.707242,Available from 1/1/22,763.80,50.00,15.28,2h,no_sauna
block of flats,Espoo,Matinkylä,Rauhalanpuisto6,60.163865,24.744317,Available immediately,930.00,50.00,18.60,2h,no_sauna
block of flats,Espoo,Haukilahti,Ahventie1B,64.081342,24.549545,Available from 12/15/21,795.00,42.00,18.93,2h,no_sauna
block of flats,Espoo,Tapiola,Jousenkaari9B,60.175487,24.803185,Available immediately,889.00,50.50,17.60,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinniitynkuja7B,60.159644,24.742024,Available from 1/1/22,920.00,44.50,20.67,2h,no_sauna
block of flats,Espoo,Leppävaara,Ajurinkatu2D,60.22063,24.809466,Available from 12/1/21,850.00,51.00,16.67,2h,no_sauna
block of flats,Espoo,Suvela,Kirstintie7B,62.283398,25.752038,Available immediately,763.00,61.00,12.51,2h,no_sauna
block of flats,Espoo,Kivenlahti,Merivirta11D,60.15724,24.641398,Available immediately,770.00,53.00,14.53,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittytaival5,60.172015,24.764398,Available immediately,990.00,46.00,21.52,2h,no_sauna
block of flats,Espoo,Kivenlahti,Maininkitie12B,60.15724,24.641398,Available from 1/1/22,840.00,58.00,14.48,2h,no_sauna
block of flats,Espoo,Viherkallio,Viherkallionkuja3HH,60.229602,24.746928,Available immediately,790.00,55.00,14.36,2h,no_sauna
block of flats,Espoo,Olari,Kuunsirppi2,60.167557,24.735159,Available from 1/1/22,790.00,60.00,13.17,2h,no_sauna
block of flats,Espoo,Tapiola,Aarnivalkeantie5D,60.175487,24.803185,Available from 12/1/21,884.00,45.00,19.64,2h,no_sauna
block of flats,Espoo,Olari,Ylistörmä5C,60.167557,24.735159,Available immediately,829.00,47.00,17.64,2h,no_sauna
block of flats,Espoo,Viherlaakso,Viherkallionkuja3N,60.20956,24.65104,Available immediately,790.00,55.00,14.36,2h,no_sauna
block of flats,Espoo,Viherlaakso,Viherkalliontie1D,60.22848,24.741678,Available from 1/1/22,879.00,56.50,15.56,2h,no_sauna
block of flats,Espoo,Mankkaa,Klovinportti4B,60.203519,24.758661,Available from 1/1/22,998.00,48.50,20.58,2h,no_sauna
block of flats,Espoo,Leppävaara,Porarinkatu7C,60.22063,24.809466,Available from 1/1/22,880.00,59.00,14.92,2h,no_sauna
block of flats,Espoo,Tapiola,Kelohongantie9A,60.175487,24.803185,Available immediately,849.00,45.50,18.66,2h,no_sauna
block of flats,Espoo,Matinkylä,Leenankuja2J,60.154515,24.740989,Available immediately,835.00,59.50,14.03,2h,no_sauna
block of flats,Espoo,Tuomarila,Kaksoiskiventie49A,60.205185,24.685726,Available immediately,790.00,50.00,15.80,2h,no_sauna
block of flats,Espoo,Tapiola,Riistapolku2,61.596719,21.846506,Available from 1/1/22,895.00,49.20,18.19,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkatu24,61.327868,22.156622,Available from 1/1/22,920.00,61.00,15.08,2h,no_sauna
block of flats,Espoo,Suvela,Joupinmäenrinne3,60.20271,24.67621,Available immediately,850.00,55.00,15.45,2h,no_sauna
block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,1000.00,44.50,22.47,2h,no_sauna
block of flats,Espoo,Espoonkeskus,Reviisorinkatu3B24,60.206237,24.66477,Available immediately,842.32,55.00,15.31,2h,no_sauna
block of flats,Espoo,Kivenlahti,Ristiaallokonkatu6A3,60.15724,24.641398,"Available immediately|Display 12/5/21 
                  
      ",890.00,60.00,14.83,2h,no_sauna
block of flats,Espoo,Leppävaara,Harakantie20,60.22063,24.809466,Available immediately,930.00,52.50,17.71,2h,no_sauna
block of flats,Espoo,Leppävaara,Vallikatu17,60.22063,24.809466,Available immediately,850.00,56.50,15.04,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkatu8,60.159211,24.74665,Available from 1/1/22,985.00,56.00,17.59,2h,no_sauna
block of flats,Espoo,Tapiola,Aarnivalkeantie3,60.175487,24.803185,Available immediately,842.49,45.00,18.72,2h,no_sauna
block of flats,Espoo,Tapiola,Hakamäki2A,60.175487,24.803185,Available immediately,750.00,45.00,16.67,2h,no_sauna
block of flats,Espoo,Suvela,Kirstinmäki15A15,60.204205,24.668236,Available immediately,400.00,57.50,6.96,2h,no_sauna
block of flats,Espoo,,Muurarinkuja1B,60.224188,24.811982,Available on agreement,840.00,55.00,15.27,2h,sauna
block of flats,Espoo,,Muurarinkuja1B,60.224188,24.811982,Available on agreement,875.00,55.00,15.91,2h,sauna
block of flats,Espoo,,Muurarinkuja1C,60.224188,24.811982,Available immediately,890.00,59.00,15.08,2h,sauna
block of flats,Espoo,Espoonkeskus,Kiltakuja1,60.199496,24.65491,Available immediately,1017.00,65.00,15.65,2h,sauna
block of flats,Espoo,Espoonkeskus,Kiltakuja5,60.200746,24.653973,Available from 12/1/21,979.00,54.50,17.96,2h,sauna
block of flats,Espoo,Espoonkeskus,Kiltakuja5,60.200746,24.653973,Available immediately,959.00,54.50,17.60,2h,sauna
block of flats,Espoo,Espoonkeskus,Kiltakuja5,60.200746,24.653973,Available immediately,984.00,54.50,18.06,2h,sauna
block of flats,Espoo,Espoonkeskus,Kiltakuja5,60.200746,24.653973,Available immediately,994.00,54.50,18.24,2h,sauna
block of flats,Espoo,Järvenperä,Aurorankuja3,60.428961,25.104212,Available immediately,1043.00,54.00,19.31,2h,sauna
block of flats,Espoo,Kilo,Kilonpurontie4B,60.215343,24.784536,Available immediately,950.00,55.00,17.27,2h,sauna
block of flats,Espoo,Kilo,Trillakatu3,60.217903,24.78615,Available from 1/26/22,760.74,61.00,12.47,2h,sauna
block of flats,Espoo,Kilo,Vanharaide1A,60.217348,24.782505,Available from 12/1/21,879.00,48.50,18.12,2h,sauna
block of flats,Espoo,Kilo,Vanharaide1B,60.217348,24.782505,Available from 1/1/22,950.00,49.00,19.39,2h,sauna
block of flats,Espoo,Kilo,Vanharaide1B,60.217348,24.782505,Available from 12/1/21,899.00,49.00,18.35,2h,sauna
block of flats,Espoo,Laaksolahti,Rastasniityntie1,60.232914,24.753493,Available immediately,1021.00,56.00,18.23,2h,sauna
block of flats,Espoo,Leppävaara,Gyldenärinkatu1,60.22063,24.809466,Available from 12/29/21,751.41,50.50,14.88,2h,sauna
block of flats,Espoo,Leppävaara,Huvilinnantie6A,60.22063,24.809466,Available from 12/1/21,999.00,56.00,17.84,2h,sauna
block of flats,Espoo,Leppävaara,Kyyhkysmäki16A,60.22063,24.809466,Available from 12/1/21,899.00,54.00,16.65,2h,sauna
block of flats,Espoo,Leppävaara,Kyyhkysmäki16B,60.22063,24.809466,Available from 1/1/22,939.00,59.00,15.92,2h,sauna
block of flats,Espoo,Leppävaara,Kyyhkysmäki16B,60.22063,24.809466,Available from 12/1/21,919.00,59.00,15.58,2h,sauna
block of flats,Espoo,Leppävaara,Kyyhkysmäki7,60.22063,24.809466,Available on agreement,827.43,62.00,13.35,2h,sauna
block of flats,Espoo,Leppävaara,Porarinkatu2D,60.22063,24.809466,Available from 1/1/22,1059.00,61.00,17.36,2h,sauna
block of flats,Espoo,Leppävaara,Porarinkatu2E,60.22063,24.809466,Available from 1/1/22,1059.00,55.00,19.25,2h,sauna
