Column 1,Column 2,Column 3,Column 4,Column 5
971.68 €/m,"block of flats, 54 m²",2 h + k + s + p,"Espoo
    , Perkkaa 
 
    , Komentajankatu 4 A 5",Available immediately
866 €/m,"block of flats, 43 m²",1H+KT,"Espoo
    , Saunalahti 
 
    , Reelinkikatu 2",Available immediately
799 €/m,"block of flats, 38.5 m²",2h+k,"Espoo
    , Niittymaa 
 
    , Malmiportti 4 A",Available immediately
899 €/m,"block of flats, 47.5 m²",2H+KK+P,"Espoo
    , Olari 
 
    , Kuvastimentie 1 H",Available immediately
672 €/m,"block of flats, 15 m²","Omahuone, jaettu kph","Espoo
    , Otaniemi 
 
    , Kivimiehentie 2",Available immediately
"1,356 €/m","block of flats, 30 m²",,"Espoo
    , Saunalahti 
 
    , Tiimalasintie 6",Available from 12/17/21
543 €/m,"block of flats, 12 m²","1h, yhteistilat","Espoo
    , Kivenlahti 
 
    , Aallonhuippu 4",Available from 12/5/21
"1,061.6 €/m","block of flats, 79.5 m²",3H+K+S,"Espoo
    , Leppävaara 
 
    , Säterinrinne 2 A 06",Available immediately
"1,026.97 €/m","block of flats, 74 m²",3 h + k + s + p,"Espoo
    , Espoon keskus 
 
    , Espoonaukio 7 D 47",Available immediately
823.2 €/m,"block of flats, 77 m²",3H+K+S,"Espoo
    , Suvela 
 
    , Suvelantie 14","Available immediately|Display 12/1/21 
                  
                    3:30 PM"
473 €/m,"block of flats, 10 m²","1h, jaettu kph, yhteistilat","Espoo
    , Kivenlahti 
 
    , Aallonhuippu 4",Available from 12/22/21
"3,214 €/m","block of flats, 114.5 m²","5h, k, kph, 2wc, p","Espoo
    , Kivenlahti 
 
    , Aallonhuippu 10",Available from 12/2/21
830 €/m,"block of flats, 46 m²",2h+kk,"Espoo
    , Tuomarila 
 
    , Ratavallintie 8",Available immediately
750 €/m,"block of flats, 31.5 m²",1h+kt+alk,"Espoo
    , Sepänkylä 
 
    , Peuraniitty 1",Available immediately
982 €/m,"block of flats, 65.5 m²",2H+K,"Espoo
    , Suvela 
 
    , Kirstintie 30",Available immediately
543 €/m,"block of flats, 14 m²","1h, jaettu kph, yhteistilat","Espoo
    , Kivenlahti 
 
    , Aallonhuippu 4",Available immediately
"1,095 €/m","block of flats, 56.5 m²",3h+kt,"Espoo
    , Espoon keskus 
 
    , Suviniitynkatu 1",Available immediately
809.09 €/m,"block of flats, 69 m²",3H+KK+S,"Espoo
    , Suvela 
 
    , Joupinmäensyrjä 8","Available immediately|Display 12/1/21 
                  
                    2:40 PM"
998.74 €/m,"block of flats, 70.5 m²",3H+K+S,"Espoo
    , Leppävaara 
 
    , Säterinkuja 1 A 22",Available from 12/17/21
870 €/m,"block of flats, 49 m²",2h+k,"Espoo
    , Niittymaa 
 
    , Malmiportti 4 A",Available immediately
955 €/m,"block of flats, 51.5 m²",2h+kk,"Espoo
    , Olari 
 
    , Kuvastimentie 1 E",Available immediately
885 €/m,"block of flats, 33.5 m²",1h+kt+alkovi,"Espoo
    , Kivenlahti 
 
    , Marinportti 4 A",Available on agreement
"1,043 €/m","block of flats, 46.5 m²",2H+KT,"Espoo
    , Kilo 
 
    , Kilonportti 3",Available immediately
895.43 €/m,"block of flats, 78 m²",3H+K+S,"Espoo
    , Suvela 
 
    , Kirstinmäki 12 A 09",Available from 2/8/22
473 €/m,"block of flats, 12 m²","1h, Omahuone, jaettu kph, yhte","Espoo
    , Kivenlahti 
 
    , Aallonhuippu 4",Available from 12/15/21
"1,085 €/m","block of flats, 50 m²",2h+kt,"Espoo
    , Leppävaara 
 
    , Linnatullinkatu 1",Available immediately
898.99 €/m,"block of flats, 78 m²",3H+K+S,"Espoo
    , Suvela 
 
    , Kirstinmäki 12 A 15",Available from 5/2/22
895 €/m,"block of flats, 49.5 m²",2h+kt,"Espoo
    , Kilo 
 
    , Nihtitorpankuja 5",Available immediately
"2,723 €/m","block of flats, 94 m²",,"Espoo
    , Laajalahti 
 
    , Heinjoenpolku 2",
786 €/m,"block of flats, 33.5 m²",1h+kt,"Espoo
    , Matinkylä 
 
    , Etuniementie 1 C-E",Available immediately
975 €/m,"block of flats, 55.5 m²",2H+K,"Espoo
    , Suurpelto 
 
    , Klariksentie 6",Available immediately
"2,527 €/m","block of flats, 93 m²",,"Espoo
    , Kauklahti 
 
    , Hansatie 4",Available from 12/20/21
813.39 €/m,"block of flats, 51.5 m²",2h+kk+p,"Espoo
    , Espoon keskus 
 
    , Reviisorinkatu 3 A 10",Available immediately
495.65 €/m,"block of flats, 27 m²",1H+KT,"Espoo
    , Karakallio 
 
    , Karakalliontie 1 L",Available immediately
513.69 €/m,"block of flats, 28 m²",1H+KT,"Espoo
    , Karakallio 
 
    , Karakalliontie 1 L",Available immediately
720 €/m,"block of flats, 32 m²",1h+tupak,"Espoo
    , Järvenperä 
 
    , Pellaksenmäentie 15",Available immediately
900.17 €/m,"block of flats, 78 m²",3H+K+S,"Espoo
    , Suvela 
 
    , Kirstinmäki 12 A 23",Available immediately
909 €/m,"block of flats, 50 m²",2h+kt+s,"Espoo
    , Suurpelto 
 
    , Likusterikatu 1 A-C",Available immediately
920.99 €/m,"block of flats, 84.5 m²",4H+K+S,"Espoo
    , Gumböle 
 
    , Hirvisuontie 5 B 30",Available immediately
785 €/m,"block of flats, 38.5 m²",1h+kt,"Espoo
    , Ymmersta 
 
    , Ullanmäentie 14",Available immediately
895 €/m,"block of flats, 40 m²",2H+KT,"Espoo
    , Espoon keskus 
 
    , Valakuja 8",Available immediately
890 €/m,"block of flats, 44 m²",2h+tk,"Espoo
    , Vermonniitty 
 
    , Perilänniitty 2",Available immediately
720 €/m,"block of flats, 32 m²",1h+kt,"Espoo
    , Espoon keskus 
 
    , Suviniitynkatu 1",
"1,170 €/m","block of flats, 62.5 m²",3h+kt,"Espoo
    , Espoon keskus 
 
    , Suviniitynkatu 1",Available immediately
893 €/m,"block of flats, 50 m²",2h+kt+s,"Espoo
    , Suurpelto 
 
    , Likusterikatu 1 A-C",Available immediately
852 €/m,"block of flats, 35.5 m²",1H+KT,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 31",Available immediately
"3,068 €/m","block of flats, 70 m²","3h, ak, kph, p","Espoo
    , Leppävaara 
 
    , Nikkarinkuja 5",Available from 12/1/21
842.52 €/m,"block of flats, 59.5 m²",2H+K+S,"Espoo
    , Matinkylä 
 
    , Leilitie 1 A 02",Available from 5/11/22
"1,154.83 €/m","block of flats, 73 m²",3H+K+S,"Espoo
    , Saunalahti 
 
    , Kompassikatu 7",Available immediately
838 €/m,"block of flats, 40.5 m²",1H+KT,"Espoo
    , Saunalahti 
 
    , Reelinkikatu 2",Available immediately
815 €/m,"block of flats, 39 m²",2h+kk,"Espoo
    , Kilo 
 
    , Vanharaide 3 A",Available immediately
958 €/m,"block of flats, 46.5 m²",2H+KT,"Espoo
    , Kilo 
 
    , Kilonportti 3",Available immediately
850 €/m,"block of flats, 49.5 m²",2h+kt,"Espoo
    , Kilo 
 
    , Nihtitorpankuja 5",Available immediately
400 €/m,"block of flats, 57.5 m²",2h +k + p lasitettu,"Espoo
    , Suvela 
 
    , Kirstinmäki 15 A 15",Available immediately
915 €/m,"block of flats, 43.5 m²",2H+KT,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 25",Available immediately
915 €/m,"block of flats, 43.5 m²",2H+KT,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 25",Available immediately
898 €/m,"block of flats, 44 m²",2H+KK,"Espoo
    , Espoon keskus 
 
    , Valakuja 8",Available immediately
874 €/m,"block of flats, 56 m²",2h+k,"Espoo
    , Matinkylä 
 
    , Matinraitti 9",Available immediately
750 €/m,"block of flats, 42 m²",2h+kt+p,"Espoo
    , Saunalahti 
 
    , Tiimalasintie 5 B",Available immediately
944 €/m,"block of flats, 65.5 m²",2H+K,"Espoo
    , Suvela 
 
    , Kirstintie 30",Available immediately
946 €/m,"block of flats, 54.5 m²",2h+k+s,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 21 B",Available immediately
839.19 €/m,"block of flats, 75.5 m²",3H+K+S,"Espoo
    , Saarniraivio 
 
    , Sokinsuontie 9",Available immediately
940 €/m,"block of flats, 51 m²",2H+KK+S,"Espoo
    , Ymmersta 
 
    , Ullantorpantie 1",Available immediately
670 €/m,"block of flats, 28.5 m²",1h+kt,"Espoo
    , Saunalahti 
 
    , Kummelivuorentie 8",Available immediately
"2,522 €/m","block of flats, 71 m²","3h, ak, kph, wc, 2p","Espoo
    , Olari 
 
    , Puolikuu 2",Available from 1/26/22
875 €/m,"block of flats, 45 m²",2h+kt+s,"Espoo
    , Vermonniitty 
 
    , Kaarlo Sarkian katu 8",Available immediately
869 €/m,"block of flats, 46 m²",2h+k+s,"Espoo
    , Lintuvaara 
 
    , Kiskottajankuja 2 C",Available immediately
"1,414 €/m","block of flats, 40 m²","2h, k, wc","Espoo
 
    , Ullanmäentie 10b C 78",
679 €/m,"block of flats, 28 m²",1h+kt,"Espoo
    , Kauklahti 
 
    , Lasiportti 2",Available immediately
625 €/m,"block of flats, 13 m²","Omahuone, jaettu kph","Espoo
    , Otaniemi 
 
    , Kivimiehentie 2",Available from 12/1/21
650 €/m,"block of flats, 32 m²",1h+kt+alk.,"Espoo
    , Vermonniitty 
 
    , Kaarlo Sarkian katu 8",Available immediately
"1,098 €/m","block of flats, 58 m²",2h+k,"Espoo
    , Tapiola 
 
    , Tietäjäntie 11 B",Available on agreement
679 €/m,"block of flats, 28 m²",1h+kt,"Espoo
    , Kauklahti 
 
    , Lasiportti 2",Available immediately
795 €/m,"block of flats, 35 m²",1h+kt,"Espoo
    , Matinkylä 
 
    , Etuniementie 1 F-G",Available immediately
900 €/m,"block of flats, 45.5 m²",2H+KK,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 31",Available immediately
895 €/m,"block of flats, 48.5 m²",2h+kt,"Espoo
    , Matinkylä 
 
    , Etuniementie 1 C-E",Available immediately
925 €/m,"block of flats, 53 m²",2h+kt+s,"Espoo
    , Kilo 
 
    , Nihtitorpankuja 5",Available immediately
440 €/m,"block of flats, 78.5 m²",3h+k,"Espoo
    , Tuomarila 
 
    , Joupinpuisto 1 D 48",Available immediately
550 €/m,"single-family house, 120 m²",7h+k,"Espoo
    , Lippajärvi 
 
    , Vanha Turuntie",Available immediately
"2,300 €/m","block of flats, 74 m²",3+AVOK+Parveke,"Espoo
    , Matinkylä 
 
    , Matinpuronkuja 2",Available from 1/1/22
890 €/m,"block of flats, 59 m²",2h+k+s,"Espoo
 
    , Muurarinkuja 1 C",Available immediately
830 €/m,"block of flats, 49.5 m²",2h+kt+s,"Espoo
    , Tuomarila 
 
    , Kulovalkeantie 21 C",Available immediately
958 €/m,"block of flats, 44.5 m²",2h+k,"Espoo
    , Olari 
 
    , Piispanpiha 7",Available immediately
861 €/m,"block of flats, 39.5 m²",1H+KT,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 31",Available immediately
840 €/m,"block of flats, 55 m²",2h+k+s,"Espoo
 
    , Muurarinkuja 1 B",Available on agreement
845 €/m,"block of flats, 45 m²",2h+kk+s,"Espoo
    , Lintuvaara 
 
    , Lintuvaarantie 21",Available immediately
855 €/m,"block of flats, 40.5 m²",1H+KT,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 31",Available immediately
938 €/m,"block of flats, 59.5 m²",2H+K,"Espoo
    , Suvela 
 
    , Joupinmäenrinne 6",Available immediately
964 €/m,"block of flats, 49 m²",2H+KK,"Espoo
    , Pohjois-Tapiola 
 
    , Tietäjäntie 3",Available immediately
799 €/m,"block of flats, 47 m²",2h+kt,"Espoo
    , Saunalahti 
 
    , Linjaloistonkatu 3",Available immediately
865 €/m,"block of flats, 35 m²",1H+KT,"Espoo
    , Kilo 
 
    , Kilonportti 3",Available immediately
925 €/m,"block of flats, 38 m²",2H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
854 €/m,"block of flats, 38.5 m²",1H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
893 €/m,"block of flats, 34.5 m²",2H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
814 €/m,"block of flats, 31.5 m²",1H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
919 €/m,"block of flats, 34.5 m²",2H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
817 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
791 €/m,"block of flats, 31.5 m²",1H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
825 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
809 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
801 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
955 €/m,"block of flats, 42 m²",2H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
946 €/m,"block of flats, 42 m²",2H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
814 €/m,"block of flats, 31.5 m²",1H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
809 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
817 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
825 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
863 €/m,"block of flats, 38.5 m²",1H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
807 €/m,"block of flats, 31.5 m²",1H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
897 €/m,"block of flats, 39.5 m²",2H+KT,"Espoo
    , Kilo 
 
    , Forstmestarinpiha 2",Available immediately
820 €/m,"block of flats, 44 m²",2h+kk,"Espoo
    , Tuomarila 
 
    , Ratalaaksonkuja 14",Available immediately
750 €/m,"block of flats, 35 m²",1h+kt+alk.,"Espoo
    , Espoon keskus 
 
    , Suviniitynkatu 1",Available immediately
"1,170 €/m","block of flats, 62.5 m²",3h+kt,"Espoo
    , Espoon keskus 
 
    , Suviniitynkatu 1",Available immediately
912 €/m,"block of flats, 42.5 m²",2H+KT,"Espoo
    , Tuomarila 
 
    , Kulovalkeantie 21",Available immediately
"2,515 €/m","block of flats, 70 m²",,"Espoo
    , Espoon keskus 
 
    , Asemakuja 1",Available from 12/1/21
909 €/m,"block of flats, 50.5 m²",2h+kt,"Espoo
    , Painiitty 
 
    , Lotankatu 1",Available immediately
920 €/m,"block of flats, 47.5 m²",2h+kk,"Espoo
    , Olari 
 
    , Kuvastimentie 1 E",Available on agreement
915 €/m,"block of flats, 47.5 m²",2h+kk,"Espoo
    , Olari 
 
    , Kuvastimentie 1 E",Available on agreement
720 €/m,"block of flats, 32 m²",1h+kt,"Espoo
    , Espoon keskus 
 
    , Suviniitynkatu 1",Available immediately
755 €/m,"block of flats, 34.5 m²",1h+kk,"Espoo
    , Tuomarila 
 
    , Ratalaaksonkuja 14",Available immediately
543 €/m,"block of flats, 16 m²",Omahuone,"Espoo
    , Kivenlahti 
 
    , Aallonhuippu 4",Available immediately
975 €/m,"block of flats, 51.5 m²",2h+kt+s,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 17",Available immediately
984 €/m,"block of flats, 56 m²",2-3h+k+s,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 21 A",Available immediately
890 €/m,"block of flats, 49.5 m²",2H+KT,"Espoo
    , Suurpelto 
 
    , Suurpellon Puistokatu 12",Available immediately
858 €/m,"block of flats, 46 m²",2H+KK,"Espoo
    , Suvela 
 
    , Kirstinharju 23",Available immediately
765 €/m,"block of flats, 42 m²",1h+kt+alk.,"Espoo
    , Espoon keskus 
 
    , Suviniitynkatu 1",Available immediately
720 €/m,"block of flats, 29.5 m²",1h+kt+rp,"Espoo
    , Kilo 
 
    , Multahaankuja 8",Available immediately
918 €/m,"block of flats, 46.5 m²",2h+kk,"Espoo
    , Matinkylä 
 
    , Matinpuronkuja 2 C","Available immediately|Display 12/1/21 
                  
                    3:00 PM"
750 €/m,"block of flats, 35 m²",1h+kt+alk.,"Espoo
    , Espoon keskus 
 
    , Suviniitynkatu 1",Available immediately
650 €/m,"block of flats, 32 m²",1h+kt+alk.,"Espoo
    , Vermonniitty 
 
    , Kaarlo Sarkian katu 8",Available immediately
650 €/m,"block of flats, 32 m²",1h+kt+alk.,"Espoo
    , Vermonniitty 
 
    , Kaarlo Sarkian katu 8",Available immediately
"1,836 €/m","block of flats, 45 m²","2h, k, kph","Espoo
    , Leppävaara 
 
    , Nikkarinkuja 5",Available from 12/2/21
831 €/m,"block of flats, 38.5 m²",1H+KT,"Espoo
    , Saunalahti 
 
    , Reelinkikatu 2",Available immediately
935 €/m,"block of flats, 45.5 m²",2H+KK,"Espoo
 
    , Ratamotie 6",Available immediately
820 €/m,"block of flats, 44 m²",2h+kk,"Espoo
    , Tuomarila 
 
    , Ratalaaksonkuja 14",Available immediately
895 €/m,"block of flats, 43 m²",1H+KT,"Espoo
    , Kivenlahti 
 
    , Marinkallio 6",Available immediately
"2,025 €/m","block of flats, 63 m²",3h,"Espoo
    , Olari 
 
    , Kuusikallionkuja 3",Available from 12/22/21
820 €/m,"block of flats, 35.5 m²",1H+KT,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 31",Available immediately
839 €/m,"block of flats, 62 m²",2h+k+s,"Espoo
    , Tuomarila 
 
    , Tuomarilankatu 1",Available immediately
"2,844 €/m","block of flats, 78 m²","2h, ak, kph, p","Espoo
    , Niittykumpu 
 
    , Niittymaantie 10",Available from 12/15/21
889 €/m,"block of flats, 48 m²",2h+kt,"Espoo
    , Matinkylä 
 
    , Etuniementie 1 F-G",Available immediately
965 €/m,"block of flats, 46 m²",2h+kk+s,"Espoo
    , Mäkkylä 
 
    , Adjutantinkatu 3 A",Available immediately
"1,200 €/m","block of flats, 52.5 m²",2h+kt+s,"Espoo
    , Kivenlahti 
 
    , Marinportti 4 A",Available on agreement
885 €/m,"block of flats, 33.5 m²",1h+kt+alkovi,"Espoo
    , Kivenlahti 
 
    , Marinportti 4 A",Available on agreement
895 €/m,"block of flats, 33.5 m²",1h+kt+alkovi,"Espoo
    , Kivenlahti 
 
    , Marinportti 4 A",Available on agreement
895 €/m,"block of flats, 36.5 m²",1h+kt+alkovi,"Espoo
    , Kivenlahti 
 
    , Marinportti 4 A",Available on agreement
"1,195 €/m","block of flats, 52.5 m²",2h+kt+s,"Espoo
    , Kivenlahti 
 
    , Marinportti 4 A",Available on agreement
"1,185 €/m","block of flats, 51 m²",2h+kt,"Espoo
    , Kivenlahti 
 
    , Marinportti 4 A",Available on agreement
"1,455 €/m","block of flats, 70 m²",3h+kt+s,"Espoo
    , Kivenlahti 
 
    , Marinportti 4 A",Available on agreement
"1,185 €/m","block of flats, 52.5 m²",2h+kt+s,"Espoo
    , Kivenlahti 
 
    , Marinportti 4 A",Available on agreement
"1,190 €/m","block of flats, 50.5 m²",2h+kt,"Espoo
    , Kivenlahti 
 
    , Marinportti 4 A",Available on agreement
"1,070 €/m","block of flats, 47 m²",2h+kt,"Espoo
    , Kivenlahti 
 
    , Marinportti 4 A",Available on agreement
890 €/m,"block of flats, 33.5 m²",1h+kt+alkovi,"Espoo
    , Kivenlahti 
 
    , Marinportti 4 A",Available on agreement
890 €/m,"block of flats, 33.5 m²",1h+kt+alkovi,"Espoo
    , Kivenlahti 
 
    , Marinportti 4 A",Available on agreement
715 €/m,"block of flats, 32 m²",1h+kt,"Espoo
    , Sepänkylä 
 
    , Peuraniitty 1 D",Available on agreement
"1,095 €/m","block of flats, 66 m²",3h+kt,"Espoo
    , Sepänkylä 
 
    , Peuraniitty 1 E",Available on agreement
933 €/m,"block of flats, 46.5 m²",2H+KK+S,"Espoo
    , Ymmersta 
 
    , Ullantorpantie 1",Available immediately
818 €/m,"block of flats, 35.5 m²",1H+KT,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 31",Available immediately
967 €/m,"block of flats, 46 m²",2H+KK+S,"Espoo
    , Järvenperä 
 
    , Aurorankuja 3",Available immediately
"1,118 €/m","block of flats, 21 m²","1h, 1minik, kph, wc","Espoo
    , Leppävaara 
 
    , Porarinkatu 3",Available immediately
940 €/m,"block of flats, 50.5 m²",2h+kt+s,"Espoo
    , Niittykumpu 
 
    , Niittykatu 1 C-D",Available immediately
695 €/m,"block of flats, 29.5 m²",1h+kt+alk.,"Espoo
    , Espoon keskus 
 
    , Suviniitynkatu 1",
"1,050 €/m","block of flats, 50 m²",2h+kt,"Espoo
    , Leppävaara 
 
    , Linnatullinkatu 1",Available immediately
895 €/m,"block of flats, 49.5 m²",2H+KK,"Espoo
    , Suvela 
 
    , Kirstintie 17",Available immediately
789 €/m,"block of flats, 43 m²",2h+kt,"Espoo
    , Suurpelto 
 
    , Likusterikatu 1 A-C",Available immediately
"1,095 €/m","block of flats, 51 m²",2h+kt,"Espoo
    , Leppävaara 
 
    , Linnatullinkatu 1",Available immediately
820 €/m,"block of flats, 44 m²",2h+kk,"Espoo
    , Tuomarila 
 
    , Ratalaaksonkuja 14",Available immediately
895 €/m,"block of flats, 48 m²",2h+kt+s,"Espoo
    , Tuomarila 
 
    , Kulovalkeantie 21 C",Available immediately
