,description,city,district,street,latitude,longitude,date,price,SQ,price_meter,rooms,sauna
215,block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,807.0,31.5,25.62,1h,no_sauna
216,block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,809.0,33.5,24.15,1h,no_sauna
217,block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,814.0,31.5,25.84,1h,no_sauna
218,block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,817.0,33.5,24.39,1h,no_sauna
219,block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,825.0,33.5,24.63,1h,no_sauna
220,block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,854.0,38.5,22.18,1h,no_sauna
221,block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,863.0,38.5,22.42,1h,no_sauna
222,block of flats,Espoo,Kilo,Kilonportti3,60.218531,24.785025,Available immediately,845.0,35.0,24.14,1h,no_sauna
223,block of flats,Espoo,Kilo,Kilonportti3,60.218531,24.785025,Available immediately,865.0,35.0,24.71,1h,no_sauna
224,block of flats,Espoo,Kivenlahti,Marinkallio4,60.15724,24.641398,Available immediately,785.0,33.0,23.79,1h,no_sauna
225,block of flats,Espoo,Kivenlahti,Marinkallio6,60.15724,24.641398,Available from 1/1/22,798.0,34.0,23.47,1h,no_sauna
226,block of flats,Espoo,Kivenlahti,Marinkallio6,60.15724,24.641398,Available from 1/1/22,813.0,32.5,25.02,1h,no_sauna
227,block of flats,Espoo,Kivenlahti,Marinkallio6,60.15724,24.641398,Available from 1/1/22,823.0,32.5,25.32,1h,no_sauna
228,block of flats,Espoo,Kivenlahti,Marinkallio6,60.15724,24.641398,Available from 1/1/22,823.0,34.0,24.21,1h,no_sauna
229,block of flats,Espoo,Kivenlahti,Marinkallio6,60.15724,24.641398,Available immediately,805.0,34.5,23.33,1h,no_sauna
230,block of flats,Espoo,Kivenlahti,Marinkallio6,60.15724,24.641398,Available immediately,895.0,43.0,20.81,1h,no_sauna
231,block of flats,Espoo,Kivenlahti,Marinkallio8,60.15724,24.641398,Available immediately,846.0,35.0,24.17,1h,no_sauna
232,block of flats,Espoo,Kivenlahti,Marinkallio8,60.15724,24.641398,Available immediately,859.0,39.5,21.75,1h,no_sauna
233,block of flats,Espoo,Kivenlahti,Marinkallio8,60.15724,24.641398,Available immediately,862.0,35.0,24.63,1h,no_sauna
234,block of flats,Espoo,Laaksolahti,Rastasniityntie1,60.232914,24.753493,Available immediately,825.0,42.5,19.41,1h,no_sauna
235,block of flats,Espoo,Leppävaara,Ajurinkuja1,60.22063,24.809466,Available from 12/5/21,845.0,36.0,23.47,1h,no_sauna
236,block of flats,Espoo,Leppävaara,Ajurinkuja1,60.22063,24.809466,Available immediately,837.0,36.0,23.25,1h,no_sauna
237,block of flats,Espoo,Leppävaara,Ajurinkuja1,60.22063,24.809466,Available immediately,875.0,40.5,21.6,1h,no_sauna
238,block of flats,Espoo,Leppävaara,Ajurinkuja1,60.22063,24.809466,Available immediately,887.0,36.0,24.64,1h,no_sauna
239,block of flats,Espoo,Leppävaara,Ajurinkuja1,60.22063,24.809466,Available immediately,895.0,40.5,22.1,1h,no_sauna
240,block of flats,Espoo,Leppävaara,Ajurinkuja1,60.22063,24.809466,Available immediately,909.0,40.5,22.44,1h,no_sauna
241,block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,885.0,35.0,25.29,1h,no_sauna
242,block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,925.0,43.0,21.51,1h,no_sauna
243,block of flats,Espoo,Leppävaara,Runoratsunkatu5A,60.22063,24.809466,Available from 12/1/21,779.0,33.0,23.61,1h,no_sauna
244,block of flats,Espoo,Mankkaa,Klovinportti2,60.203626,24.757571,Available from 1/3/22,820.0,33.5,24.48,1h,no_sauna
245,block of flats,Espoo,Mankkaa,Klovinportti2,60.203626,24.757571,Available immediately,735.0,26.0,28.27,1h,no_sauna
246,block of flats,Espoo,Matinkylä,Etuniementie1C-E,60.160688,24.722625,Available immediately,786.0,33.5,23.46,1h,no_sauna
247,block of flats,Espoo,Matinkylä,Etuniementie1C-E,60.160688,24.722625,Available immediately,796.0,33.5,23.76,1h,no_sauna
248,block of flats,Espoo,Matinkylä,Etuniementie1C-E,60.160688,24.722625,Available immediately,799.0,34.0,23.5,1h,no_sauna
249,block of flats,Espoo,Matinkylä,Etuniementie1F-G,60.160688,24.722625,Available immediately,785.0,33.5,23.43,1h,no_sauna
250,block of flats,Espoo,Matinkylä,Etuniementie1F-G,60.160688,24.722625,Available immediately,795.0,35.0,22.71,1h,no_sauna
251,block of flats,Espoo,Matinkylä,Etuniementie1F-G,60.160688,24.722625,Available immediately,799.0,35.0,22.83,1h,no_sauna
254,block of flats,Espoo,Matinkylä,Koronakatu1B,60.166238,24.731531,Available on agreement,820.0,34.0,24.12,1h,no_sauna
255,block of flats,Espoo,Matinkylä,Koronakatu1B,60.166238,24.731531,Available on agreement,830.0,34.5,24.06,1h,no_sauna
256,block of flats,Espoo,Matinkylä,Koronakatu1B,60.166238,24.731531,Available on agreement,840.0,34.5,24.35,1h,no_sauna
257,block of flats,Espoo,Matinkylä,Koronakatu1B,60.166238,24.731531,Available on agreement,865.0,37.0,23.38,1h,no_sauna
258,block of flats,Espoo,Matinkylä,Matinkallio7,60.164303,24.746589,Available immediately,807.0,33.0,24.45,1h,no_sauna
259,block of flats,Espoo,Matinkylä,Matinkatu22D,60.15789,24.740306,Available from 1/1/22,750.0,29.0,25.86,1h,no_sauna
263,block of flats,Espoo,Matinkylä,Rauhalanpuisto4,60.16415,24.744977,Available immediately,832.0,30.5,27.28,1h,no_sauna
264,block of flats,Espoo,Niittykumpu,Haukilahdenkatu1A,60.172015,24.764398,Available from 12/1/21,829.0,30.0,27.63,1h,no_sauna
265,block of flats,Espoo,Niittykumpu,Kappelirinne4A,60.172015,24.764398,"Available immediately|Display 11/30/21 
                  
     ",795.0,29.0,27.41,1h,no_sauna
266,block of flats,Espoo,Niittykumpu,Kappelirinne4A,60.172015,24.764398,"Available immediately|Display 11/30/21 
                  
     ",795.0,29.5,26.95,1h,no_sauna
267,block of flats,Espoo,Niittykumpu,Kappelirinne4B,60.172015,24.764398,"Available immediately|Display 11/30/21 
                  
     ",749.0,28.5,26.28,1h,no_sauna
268,block of flats,Espoo,Niittykumpu,Kappelirinne4B,60.172015,24.764398,"Available immediately|Display 11/30/21 
                  
     ",785.0,29.5,26.61,1h,no_sauna
269,block of flats,Espoo,Niittykumpu,Kappelirinne4B,60.172015,24.764398,"Available immediately|Display 11/30/21 
                  
     ",795.0,26.5,30.0,1h,no_sauna
270,block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available from 1/1/22,925.0,29.0,31.9,1h,no_sauna
271,block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,838.0,28.0,29.93,1h,no_sauna
272,block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,868.0,33.0,26.3,1h,no_sauna
273,block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,874.0,30.0,29.13,1h,no_sauna
274,block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,875.0,33.0,26.52,1h,no_sauna
275,block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,880.0,33.5,26.27,1h,no_sauna
276,block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,910.0,33.5,27.16,1h,no_sauna
277,block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,917.0,32.0,28.66,1h,no_sauna
278,block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,921.0,33.0,27.91,1h,no_sauna
279,block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,921.0,33.5,27.49,1h,no_sauna
280,block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,932.0,33.5,27.82,1h,no_sauna
281,block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,949.0,33.0,28.76,1h,no_sauna
282,block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available from 1/1/22,839.0,31.0,27.06,1h,no_sauna
283,block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available from 12/1/21,829.0,31.0,26.74,1h,no_sauna
284,block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available from 12/1/21,839.0,31.0,27.06,1h,no_sauna
285,block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available immediately,829.0,31.0,26.74,1h,no_sauna
287,block of flats,Espoo,Niittykumpu,Niittykatu11A19,60.179646,24.755075,Available immediately,840.0,31.5,26.67,1h,no_sauna
288,block of flats,Espoo,Niittykumpu,Niittykatu15,60.172015,24.764398,Available from 1/1/22,838.0,31.0,27.03,1h,no_sauna
289,block of flats,Espoo,Niittykumpu,Niittykatu15,60.172015,24.764398,Available from 12/2/21,868.0,37.0,23.46,1h,no_sauna
294,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,830.0,34.0,24.41,1h,no_sauna
295,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,840.0,34.0,24.71,1h,no_sauna
296,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,845.0,34.0,24.85,1h,no_sauna
297,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,850.0,34.0,25.0,1h,no_sauna
298,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,855.0,34.0,25.15,1h,no_sauna
299,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,860.0,34.0,25.29,1h,no_sauna
300,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,865.0,34.0,25.44,1h,no_sauna
301,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,870.0,34.0,25.59,1h,no_sauna
302,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,875.0,34.0,25.74,1h,no_sauna
303,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,880.0,34.0,25.88,1h,no_sauna
304,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,885.0,34.0,26.03,1h,no_sauna
305,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,890.0,34.0,26.18,1h,no_sauna
306,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,895.0,34.0,26.32,1h,no_sauna
307,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,910.0,34.0,26.76,1h,no_sauna
308,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,784.0,33.5,23.4,1h,no_sauna
309,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,789.0,33.5,23.55,1h,no_sauna
310,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,793.0,33.5,23.67,1h,no_sauna
311,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,798.0,33.5,23.82,1h,no_sauna
312,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,799.0,33.5,23.85,1h,no_sauna
313,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,810.0,33.5,24.18,1h,no_sauna
314,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,815.0,33.5,24.33,1h,no_sauna
315,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,820.0,33.5,24.48,1h,no_sauna
316,block of flats,Espoo,Niittykumpu,Niittyportinpolku2B,60.172015,24.764398,Available immediately,864.0,39.5,21.87,1h,no_sauna
317,block of flats,Espoo,Niittykumpu,Niittyportinpolku2B,60.172015,24.764398,Available immediately,871.0,39.5,22.05,1h,no_sauna
318,block of flats,Espoo,Niittykumpu,Niittyportti17B59,60.172015,24.764398,Available from 1/31/22,700.0,23.5,29.79,1h,no_sauna
319,block of flats,Espoo,Niittykumpu,Niittysillankulma2C,60.172015,24.764398,Available from 12/1/21,829.0,31.0,26.74,1h,no_sauna
320,block of flats,Espoo,Niittykumpu,Niittysillankulma2D,60.172015,24.764398,Available immediately,829.0,35.0,23.69,1h,no_sauna
321,block of flats,Espoo,Niittykumpu,Niittysillankulma2F,60.172015,24.764398,Available immediately,840.0,35.0,24.0,1h,no_sauna
322,block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,666.0,26.0,25.62,1h,no_sauna
323,block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,672.0,26.0,25.85,1h,no_sauna
324,block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,676.0,26.0,26.0,1h,no_sauna
325,block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,679.0,26.0,26.12,1h,no_sauna
326,block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,682.0,26.0,26.23,1h,no_sauna
327,block of flats,Espoo,Nöykkiö,Nöykkiönlaaksontie7,60.166738,24.669774,Available from 3/1/22,676.0,26.0,26.0,1h,no_sauna
328,block of flats,Espoo,Nöykkiö,Nöykkiönlaaksontie7,60.166738,24.669774,Available from 3/1/22,682.0,26.0,26.23,1h,no_sauna
329,block of flats,Espoo,Nöykkiö,Nöykkiönlaaksontie7,60.166738,24.669774,Available from 3/1/22,689.0,26.0,26.5,1h,no_sauna
330,block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available from 1/1/22,821.0,30.0,27.37,1h,no_sauna
331,block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available immediately,804.0,30.5,26.36,1h,no_sauna
332,block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available immediately,806.0,30.0,26.87,1h,no_sauna
333,block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available immediately,811.0,30.5,26.59,1h,no_sauna
334,block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available immediately,814.0,30.0,27.13,1h,no_sauna
335,block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available immediately,819.0,30.5,26.85,1h,no_sauna
336,block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available immediately,827.0,30.5,27.11,1h,no_sauna
337,block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,790.0,28.5,27.72,1h,no_sauna
338,block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,800.0,29.5,27.12,1h,no_sauna
339,block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,850.0,34.0,25.0,1h,no_sauna
340,block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,860.0,34.0,25.29,1h,no_sauna
341,block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,875.0,34.0,25.74,1h,no_sauna
342,block of flats,Espoo,Pohjois-Tapiola,Metsänpojankuja5,60.185858,24.804199,,835.0,27.5,30.36,1h,no_sauna
343,block of flats,Espoo,Saunalahti,Kummelivuorentie10,60.165393,24.621416,Available immediately,680.0,28.0,24.29,1h,no_sauna
344,block of flats,Espoo,Saunalahti,Kummelivuorentie8,60.164716,24.619211,Available immediately,670.0,28.5,23.51,1h,no_sauna
345,block of flats,Espoo,Saunalahti,Linjaloistonkatu5,60.168318,24.65104,Available from 12/1/21,702.0,28.5,24.63,1h,no_sauna
346,block of flats,Espoo,Saunalahti,Magneettikatu10,60.168318,24.617181,Available immediately,376.76,28.5,13.22,1h,no_sauna
347,block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available immediately,831.0,38.5,21.58,1h,no_sauna
348,block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available immediately,838.0,40.5,20.69,1h,no_sauna
349,block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available immediately,866.0,43.0,20.14,1h,no_sauna
350,block of flats,Espoo,Saunalahti,Saunalahdenkatu1A,60.168787,24.618827,Available from 12/8/21,802.0,39.0,20.56,1h,no_sauna
351,block of flats,Espoo,Saunalahti,Saunalahdenkatu1B,60.168787,24.618827,Available immediately,762.0,39.0,19.54,1h,no_sauna
352,block of flats,Espoo,Saunalahti,Saunalahdenkatu1B,60.168787,24.618827,Available immediately,771.0,39.0,19.77,1h,no_sauna
353,block of flats,Espoo,Saunalahti,Saunalahdenkatu2,60.168318,24.619744,Available immediately,785.0,32.5,24.15,1h,no_sauna
354,block of flats,Espoo,Saunalahti,Saunalahdenkatu2,60.168318,24.619744,Available immediately,785.0,33.0,23.79,1h,no_sauna
355,block of flats,Espoo,Saunalahti,Saunalahdenkatu2,60.168318,24.619744,Available immediately,795.0,33.0,24.09,1h,no_sauna
356,block of flats,Espoo,Saunalahti,Saunalahdenkatu2,60.168318,24.619744,Available immediately,873.0,41.0,21.29,1h,no_sauna
357,block of flats,Espoo,Sepänkylä,Peuraniitty1,60.203591,24.73334,Available from 12/1/21,715.0,31.0,23.06,1h,no_sauna
358,block of flats,Espoo,Sepänkylä,Peuraniitty1,60.203591,24.73334,Available from 12/1/21,740.0,31.0,23.87,1h,no_sauna
359,block of flats,Espoo,Sepänkylä,Peuraniitty1D,60.203591,24.73334,Available immediately,730.0,32.0,22.81,1h,no_sauna
360,block of flats,Espoo,Sepänkylä,Peuraniitty1D,60.203591,24.73334,Available on agreement,715.0,32.0,22.34,1h,no_sauna
361,block of flats,Espoo,Sepänkylä,Peuraniitty1D,60.203591,24.73334,Available on agreement,720.0,32.0,22.5,1h,no_sauna
362,block of flats,Espoo,Sepänkylä,Peuraniitty1D,60.203591,24.73334,Available on agreement,720.0,32.5,22.15,1h,no_sauna
363,block of flats,Espoo,Sepänkylä,Peuraniitty1D,60.203591,24.73334,Available on agreement,725.0,32.0,22.66,1h,no_sauna
364,block of flats,Espoo,Sepänkylä,Peuraniitty1D,60.203591,24.73334,Available on agreement,725.0,32.5,22.31,1h,no_sauna
365,block of flats,Espoo,Sepänkylä,Peuraniitty1E,60.203591,24.73334,Available on agreement,700.0,30.5,22.95,1h,no_sauna
366,block of flats,Espoo,Sepänkylä,Peuraniitty1E,60.203591,24.73334,Available on agreement,725.0,32.0,22.66,1h,no_sauna
367,block of flats,Espoo,Suurpelto,Piilipuuntie11,60.186523,24.74117,Available from 1/1/22,747.78,36.5,20.49,1h,no_sauna
368,block of flats,Espoo,Suurpelto,Piilipuuntie11,60.186523,24.74117,Available from 1/1/22,754.3,37.5,20.11,1h,no_sauna
369,block of flats,Espoo,Suurpelto,Piilipuuntie11,60.186523,24.74117,Available immediately,733.4,36.5,20.09,1h,no_sauna
370,block of flats,Espoo,Suurpelto,Piilipuuntie31,60.189569,24.738598,Available from 1/1/22,812.0,35.5,22.87,1h,no_sauna
371,block of flats,Espoo,Suurpelto,Piilipuuntie31,60.189569,24.738598,Available immediately,818.0,35.5,23.04,1h,no_sauna
372,block of flats,Espoo,Suurpelto,Piilipuuntie31,60.189569,24.738598,Available immediately,820.0,35.5,23.1,1h,no_sauna
373,block of flats,Espoo,Suurpelto,Piilipuuntie31,60.189569,24.738598,Available immediately,823.0,39.0,21.1,1h,no_sauna
374,block of flats,Espoo,Suurpelto,Piilipuuntie31,60.189569,24.738598,Available immediately,839.0,39.5,21.24,1h,no_sauna
375,block of flats,Espoo,Suurpelto,Piilipuuntie31,60.189569,24.738598,Available immediately,852.0,35.5,24.0,1h,no_sauna
376,block of flats,Espoo,Suurpelto,Piilipuuntie31,60.189569,24.738598,Available immediately,855.0,40.5,21.11,1h,no_sauna
377,block of flats,Espoo,Suurpelto,Piilipuuntie31,60.189569,24.738598,Available immediately,861.0,39.5,21.8,1h,no_sauna
378,block of flats,Espoo,Suurpelto,Suurpellonpuistokatu7A,60.185735,24.744489,Available from 1/1/22,720.0,29.0,24.83,1h,no_sauna
379,block of flats,Espoo,Suurpelto,Suurpellonpuistokatu7B,60.185735,24.744489,Available immediately,745.0,29.0,25.69,1h,no_sauna
380,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,483.32,32.0,15.1,1h,no_sauna
381,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,487.54,32.0,15.24,1h,no_sauna
382,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,490.35,32.5,15.09,1h,no_sauna
383,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,493.16,32.0,15.41,1h,no_sauna
384,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,495.97,32.5,15.26,1h,no_sauna
385,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,497.37,32.0,15.54,1h,no_sauna
386,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,500.18,32.5,15.39,1h,no_sauna
387,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,502.99,32.0,15.72,1h,no_sauna
