,address,latitude,longitude
762,"Espoo , Laajalahti , Hiitolantie 10",60.201695,24.782751
763,"Espoo , Espoon keskus , Suviniitynkatu 1",60.205267,24.663774
764,"Espoo , Kivenlahti , Aallonkohina 8 C",60.15724,24.641398
765,"Espoo , Kivenlahti , Marinkallio 6",60.15724,24.641398
766,"Espoo , Niittykumpu , Koivu-Mankkaan tie 1",60.172015,24.764398
767,"Espoo , Oittaa , Kellokuja 4a",60.525227,24.762918
768,"Espoo , Saunalahti , Itäviitta 6 A",60.166892,24.614854
769,"Espoo , Vermonniitty , Kaarlo Sarkian katu 1",60.214606,24.833416
770,"Espoo , Vermonniitty , Kaarlo Sarkian katu 1",60.214606,24.833416
771,"Espoo , Tiistilä , Kalastajankuja 8 C",60.15447,24.732975
772,"Espoo , Kauklahti , Fickenkuja 4 A",60.184653,24.601151
773,"Espoo , Otaniemi , Kivimiehentie 2",60.179189,24.828084
774,"Espoo , Kilo , Kutojantie 10",60.799492,25.730819
775,"Espoo , Suvela , Kirstintie 17",62.282614,25.754692
776,"Espoo , Tontunmäki , Metsätontunkuja 2 A",60.174674,24.777756
777,"Espoo , Viherkallio , Viherkallionkuja 5 A",60.230109,24.746081
778,"Espoo , Kulovalkeantie 12 A",60.207254,24.681772
779,"Espoo , Suurpelto , Likusterikatu 1 D",60.191225,24.741424
780,"Espoo , Vanttila , Peltomiehentie 7",60.187519,24.62445
781,"Espoo , Niittykumpu , Niittykummuntie 4 A",60.172015,24.764398
782,"Espoo , Matinkylä , Kaisankuja 1",61.12302,22.138648
783,"Espoo , Matinkylä , Kaisankuja 1",61.12302,22.138648
784,"Espoo , Kivenlahti , Kivenlahdenkatu 4",60.15724,24.641398
785,"Espoo , Matinkylä , Kala-Maija 3",60.158983,24.740123
786,"Espoo , Leppävaara , Kyyhkysmäki 7",60.22063,24.809466
787,"Espoo , Matinkylä , Tiistilänkuja 3",60.154861,24.737559
788,"Espoo , Saunalahti , Linjaloistonkatu 5 A",60.20956,24.65104
789,"Espoo , Suurpelto , Piilipuuntie 25",60.188712,24.738873
790,"Espoo , Matinkylä , Tiistilänkuja 1",60.15566,24.737558
791,"Espoo , Lippajärvi , Vilniementie 1",60.261637,22.964669
792,"Espoo , Lippajärvi , Vilniementie 3",60.262416,22.964247
793,"Espoo , Kauklahti , Erik Bassen tie 14",60.184653,24.601151
794,"Espoo , Kauklahti , Erik Bassen tie 14",60.184653,24.601151
795,"Espoo , Kauklahti , Erik Bassen tie 14",60.184653,24.601151
796,"Espoo , Tapiola , Itäranta 13",60.175487,24.803185
797,"Espoo , Suvela , Kirstinharju 23",60.205889,24.672069
798,"Espoo , Olari , Ylismäentie 12 G",60.167557,24.735159
799,"Espoo , Olari , Ylismäentie 12 G",60.167557,24.735159
800,"Espoo , Pohjois-Tapiola , Metsänpojankuja 5",60.185858,24.804199
801,"Espoo , Pohjois-Tapiola , Metsänpojankuja 5",60.185858,24.804199
802,"Espoo , Kivenlahti , Aalto 4 B",60.15724,24.641398
803,"Espoo , Matinkylä , Rauhalanpuisto 4",60.16415,24.744977
804,"Espoo , Vermonniitty , Kaarlo Sarkian katu 10 C",60.214496,24.832756
805,"Espoo , Tontunmäki , Metsätontunkuja 3 L",60.172991,24.775959
806,"Espoo , Saunalahti , Kummelivuorentie 10",60.165393,24.621416
807,"Espoo , Saunalahti , Linjaloistonkatu 3",60.20956,24.65104
808,"Espoo , Matinkylä , Matinkatu 10 E",61.326729,22.156948
809,"Espoo , Leppävaara , Tulkinkuja 3",60.22063,24.809466
810,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
811,"Espoo , Vermonniitty , Anna Sahlsténin katu 10",60.21383,24.827185
812,"Espoo , Viherlaakso , Viherkalliontie 1 D",60.22848,24.741678
813,"Espoo , Matinkylä , Matinkatu 10 C",61.326729,22.156948
814,"Espoo , Ymmersta , Ullantorppa 2",60.205137,24.707242
815,"Espoo , Kivenlahti , Ristiaallokonkatu 6 A 3",60.15724,24.641398
816,"Espoo , Niittykumpu , Merituulentie 38 A",60.172015,24.764398
817,"Espoo , Karakallio , Kotkatie 6 B",60.229283,24.777225
818,"Espoo , Matinkylä , Sepetlahdentie 6 B",60.152372,24.744865
819,"Espoo , Haukilahti , Kiiskenevä 2 E",60.164656,24.775459
820,"Espoo , Tapiola , Tietäjäntie 11 A",60.175487,24.803185
821,"Espoo , Suurpelto , Piilipuuntie 7",60.18578,24.740806
822,"Espoo , Espoon keskus , Suviniitynkatu 1",60.205267,24.663774
823,"Espoo , Niittykumpu , Niittykatu 1 C-D",62.315625,27.837681
824,"Espoo , Saunalahti , Linjaloistonkatu 5",60.20956,24.65104
825,"Espoo , Kivenlahti , Tyrskyvuori 4 B",60.15724,24.641398
826,"Espoo , Saunalahti , Saunalahdenkatu 2",60.168318,24.619744
827,"Espoo , Viherlaakso , Viherlaaksonranta 7 E",60.228216,24.731438
828,"Espoo , Soukka , Soukankaari 12 C",60.139603,24.667894
829,"Espoo , Kauklahti , Hansatie 4 E",60.184653,24.601151
830,"Espoo , Vermonniitty , Runoratsunkatu 1",60.20956,24.65104
831,"Espoo , Pohjois-Tapiola , Metsänpojankuja 5",60.185858,24.804199
832,"Espoo , Vermonniitty , Perilänniitty 7 A",60.20956,24.65104
833,"Espoo , Niittykumpu , Koivu-Mankkaan tie 1",60.172015,24.764398
834,"Espoo , Saunalahti , Kummelivuorentie 10A",60.165393,24.621416
835,"Espoo , Espoon keskus , Asemakuja 3",63.099603,23.035782
836,"Espoo , Nuottaniemi , Nuottakuja 4",64.961115,25.365053
837,"Espoo , Leppävaara , Kyyhkysmäki 7",60.22063,24.809466
838,"Espoo , Niittykumpu , Riihitontuntie 14",60.172015,24.764398
839,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
840,"Espoo , Laurinlahti , Ristiniementie 20",62.469883,29.367377
841,"Espoo , Kivenlahti , Jälkimaininki 4",60.15724,24.641398
842,"Espoo , Kivenlahti , Aallonhuippu 4",60.15724,24.641398
843,"Espoo , Suurpelto , Piilipuuntie 15 C",60.187206,24.740654
844,"Espoo , Tuomarila , Kulovalkeantie 4 C",60.208599,24.680107
845,"Espoo , Tapiola , Jousenpuistonkatu 1 B",60.175487,24.803185
846,"Espoo , Leppävaara , Armas launiksen katu 6 A",60.22063,24.809466
847,"Espoo , Latokaski , Kaskimaa 4",60.177974,24.666652
848,"Espoo , Viherlaakso , Viherkalliontie 1 D",60.22848,24.741678
849,"Espoo , Matinkylä , Pyyntitie 1 C",65.092511,25.442619
850,"Espoo , Matinkylä , Etuniementie 1 F-G",60.160688,24.722625
851,"Espoo , Matinkylä , Nelikkotie 2",60.161998,24.740475
852,"Espoo , Olari , Kuvastimentie 1 G",60.167557,24.735159
853,"Espoo , Olari , Piispanpiha 7",60.167557,24.735159
854,"Espoo , Vermonniitty , Uuno Kailaan katu 5",60.213388,24.833081
855,"Espoo , Saunalahti , Magneettikatu 10",60.170105,24.617181
856,"Espoo , Olari , Puolikuu 2 D",60.167557,24.735159
857,"Espoo , Tapiola , Revontulentie 11 F",60.173062,24.803359
858,"Espoo , Olari , Kuvastimentie 1 G",60.167557,24.735159
859,"Espoo , Tapiola , Revontulentie 11",60.173062,24.803359
860,"Espoo , Espoon keskus , Asemakuja 3",63.099603,23.035782
861,"Espoo , Kilo , Trillakatu 3",60.217903,24.78615
862,"Espoo , Ymmersta , Ullanmäentie 14",60.206725,24.71029
863,"Espoo , Mäkkylä , Komendantintie 1",60.222912,24.8322
864,"Espoo , Saunalahti , Saunalahdenkatu 2",60.168318,24.619744
865,"Espoo , Kivenlahti , Kivenlahdenkatu 6",60.15724,24.641398
866,"Espoo , Vermonniitty , Perilänniitty 3 A",60.20956,24.65104
867,"Espoo , Olari , Piispanportti 9",60.167557,24.735159
868,"Espoo , Olari , Piispanportti 9",60.167557,24.735159
869,"Espoo , Olari , Piispanportti 9",60.167557,24.735159
870,"Espoo , Olari , Piispanportti 9",60.167557,24.735159
871,"Espoo , Eestinlaakso , Eestinlaakso 11 A 13",60.169428,24.678742
872,"Espoo , Vermonniitty , Anna Sahlsténin katu 10",60.21383,24.827185
873,"Espoo , Tuomarila , Ratavallintie 8",60.239954,24.990392
874,"Espoo , Vermonniitty , Uuno Kailaan katu 5",60.213388,24.833081
875,"Espoo , Suvela , Joupinmäenrinne 6",60.203507,24.675053
876,"Espoo , Tapiola , Neulaspolku 1",60.175487,24.803185
877,"Espoo , Suurpelto , Suurpellon Puistokatu 12",60.185966,24.742182
878,"Espoo , Suurpelto , Suurpellon Puistokatu 12",60.185966,24.742182
879,"Espoo , Tapiola , Elosalamantie 2",60.175487,24.803185
880,"Espoo , Tuomarila , Kulovalkeantie 17",60.20672,24.684662
881,"Espoo , Saunalahti , Paapuuri 4",60.20956,24.65104
882,"Espoo , Perkkaa , Perkkaantie 3",60.218008,24.81752
883,"Espoo , Tuomarila , Tuomarilankatu 1",60.205311,24.683173
884,"Espoo , Olari , Kuvastimentie 1 F",60.167557,24.735159
885,"Espoo , Vermonniitty , Kaarlo Sarkian katu 10 C",60.214496,24.832756
886,"Espoo , Vermonniitty , Kaarlo Sarkian katu 10 C",60.214496,24.832756
887,"Espoo , Matinkylä , Nelikkotie 8 C",60.162374,24.744072
888,"Espoo , Tapiola , Elosalamantie 4 E",60.175487,24.803185
889,"Espoo , Nöykkiö , Eestinlaakso 11",60.169428,24.678742
890,"Espoo , Kauklahti , Hansatie 4 F",60.184653,24.601151
891,"Espoo , Leppävaara , Ratsukatu 4 B",60.22063,24.809466
892,"Espoo , Piispanpiha 5 A",60.159058,24.707635
893,"Espoo , Matinkylä , Nelikkotie 8 B",60.162374,24.744072
894,"Espoo , Tontunmäki , Nokitontunkuja 2",60.175026,24.775695
895,"Espoo , Westend , Mäenrinne 8",60.166728,24.799455
896,"Espoo , Espoon keskus , Valakuja 8",60.202552,24.658554
897,"Espoo , Suvela , Suvelantie 18",60.20415,24.674845
898,"Espoo , Saunalahti , Saunalahdenkatu 2",60.168318,24.619744
899,"Espoo , Niittykumpu , Merituulentie 38 A",60.172015,24.764398
900,"Espoo , Kivenlahti , Marinkallio 6",60.15724,24.641398
901,"Espoo , Karakallio , Karakalliontie 3, 5. krs",60.229283,24.777225
902,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
903,"Espoo , Matinkylä , Matinkallio 2",60.162204,24.747814
904,"Espoo , Suurpelto , Piilipuuntie 7",60.18578,24.740806
905,"Espoo , Suurpelto , Piilipuuntie 9 B",60.186386,24.739953
906,"Espoo , Leppävaara , Leppäviita 1",60.22063,24.809466
907,"Espoo , Suurpelto , Piilipuuntie 11",60.186523,24.74117
908,"Espoo , Leppävaara , Kyyhkysmäki 7",60.22063,24.809466
909,"Espoo , Kivenlahti , Kivenlahdenkatu 5",60.15724,24.641398
910,"Espoo , Leppävaara , Ajurinkuja 1",60.22063,24.809466
911,"Espoo , Westend , Alalinnake 1 E 45",60.20956,24.65104
912,"Espoo , Kuninkainen , Herttuantie 4",60.282295,24.96276
913,"Espoo , Isäntärengintie 6",60.20956,24.65104
914,"Espoo , Espoonlahti , Ulappakatu 1",60.1505,24.655735
915,"Espoo , Karakallio , Tähtimötie 1 D",60.229283,24.777225
916,"Espoo , Tuomarila , Kulovalkeantie 21",60.207298,24.686877
917,"Espoo , Matinkylä , Matinniitynkuja 8 B",60.159055,24.742541
918,"Espoo , Kilo , Vanharaide 1 A",60.217348,24.782505
919,"Espoo , Matinkylä , Matinkatu 10 B",61.326729,22.156948
920,"Espoo , Kivenlahti , Kivenlahdenkatu 6",60.15724,24.641398
921,"Espoo , Vermonniitty , Uuno Kailaan katu 5",60.213388,24.833081
922,"Espoo , Niittykumpu , Niittykatu 15",60.172015,24.764398
923,"Espoo , Rastaala , Ratamotie 6",60.754326,24.775135
924,"Espoo , Saunalahti , Saunalahdenkatu 2",60.168318,24.619744
925,"Espoo , Soukka , Soukankaari 2",60.141826,24.674221
926,"Espoo , Leppävaara , Runoratsunkatu 5 A",60.22063,24.809466
927,"Espoo , Nöykkiö , Eestintaival 3 D",60.170304,24.675417
928,"Espoo , Leppävaara , Porarinkatu 8 A",60.22063,24.809466
929,"Espoo , Kivenlahti , Aalto 4 B",60.15724,24.641398
930,"Espoo , Vermonniitty , Uuno Kailaan katu 5",60.213388,24.833081
931,"Espoo , Suvela , Suvelantie 16",60.204169,24.676468
932,"Espoo , Otaniemi , Kivimiehentie 2",60.179189,24.828084
933,"Espoo , Leppävaara , Porarinkatu 1",60.22063,24.809466
934,"Espoo , Valurinkuja 2",60.220625,24.813808
935,"Espoo , Suvela , Kirstinharju 23",60.205889,24.672069
936,"Espoo , Saunalahti , Saunalahdenkatu 1 B",60.168787,24.618827
937,"Espoo , Vermonniitty , Kaarlo Sarkian katu 10 C",60.214496,24.832756
938,"Espoo , Kilo , Nihtitorpankuja 5 A",60.208151,24.756396
939,"Espoo , Saunalahti , Saunalahdenkatu 1 A",60.168787,24.618827
940,"Espoo , Lasilaakso , Lasimäki 2",60.183457,24.583639
941,"Espoo , Matinkylä , Matinkatu 8",60.159211,24.74665
942,"Espoo , Olari , Piispanportti 9",60.167557,24.735159
943,"Espoo , Olari , Piispanportti 9",60.167557,24.735159
944,"Espoo , Soukka , Kaskivuorenkuja 3 B",60.140076,24.665627
945,"Espoo , Tapiola , Jousenkaari 5 A",60.175487,24.803185
946,"Espoo , Karakallio , Kotkatie 6 C",60.229283,24.777225
947,"Espoo , Kilo , Ruotutorppa 8 C",60.218008,24.777929
948,"Espoo , Espoon keskus , Valakuja 8",60.202552,24.658554
949,"Espoo , Tuomarila , Kulovalkeantie 17",60.20672,24.684662
950,"Espoo , Niittykumpu , Koivu-Mankkaan tie 1",60.172015,24.764398
951,"Espoo , Perkkaa , Perkkaantie 3",60.218008,24.81752
952,"Espoo , Perkkaa , Perkkaantie 3",60.218008,24.81752
953,"Espoo , Leppävaara , Perkkaankuja 3 A",60.22063,24.809466
954,"Espoo , Niittykumpu , Niittykatu 10 C",60.459372,26.212679
955,"Espoo , Haukilahti , Kiiskenevä 2 E",60.164656,24.775459
956,"Espoo , Tiistilä , KALAONNENTIE 3 A",60.15626,24.728604
957,"Espoo , Tiistilä , KALAONNENTIE 3 C",60.15626,24.728604
958,"Espoo , Suurpelto , Suurpellon Puistokatu 14",60.186774,24.742722
959,"Espoo , Suvela , Kirstinharju 23",60.205889,24.672069
960,"Espoo , Niittykumpu , Koivu-Mankkaan tie 1",60.172015,24.764398
961,"Espoo , Muurarinkuja 1 D",60.224188,24.811982
962,"Espoo , Matinkylä , Nelikkotie 8 B",60.162374,24.744072
963,"Espoo , Niittykumpu , Niittykatu 10 C",60.459372,26.212679
964,"Espoo , Pohjois-Tapiola , Metsänpojankuja 5",60.185858,24.804199
965,"Espoo , Olari , Piispanportti 9 C",60.167557,24.735159
966,"Espoo , Karakallio , Kotkatie 6 B",60.229283,24.777225
967,"Espoo , Soukka , Soukankaari 13 D",60.141209,24.66778
968,"Espoo , Suvela , Kirstinharju 23",60.205889,24.672069
969,"Espoo , Tapiola , Jousenkaari 7 A",60.175487,24.803185
970,"Espoo , Soukka , Soukankaari 13 A",60.141209,24.66778
971,"Espoo , Leppävaara , Huvilinnantie 6 A",60.22063,24.809466
972,"Espoo , Kilo , PUISTOPIHA 2 B",60.216489,24.789694
973,"Espoo , Suvela , Kirstinharju 23",60.205889,24.672069
974,"Espoo , Järvenperä , Viljatullintie 2-4",60.229262,24.697285
975,"Espoo , Leppävaara , Kyyhkysmäki 16 B",60.22063,24.809466
976,"Espoo , Tapiola , Elosalamantie 4 C",60.175487,24.803185
977,"Espoo , Suurpelto , Likusterikatu 1 D",60.191225,24.741424
978,"Espoo , Suurpelto , Henttaan puistokatu 8 A",60.188565,24.741841
979,"Espoo , Kilo , Trillakatu 2",60.216899,24.785207
980,"Espoo , Matinkylä , Matinkatu 10 F",61.326729,22.156948
981,"Espoo , Saarniraivio , Saarnimäenkuja 4",60.20956,24.65104
982,"Espoo , Niittykumpu , Niittyportti 17 B 59",60.172015,24.764398
983,"Espoo , Espoonlahti , Kipparinkatu 4A A 22",62.84952,27.703385
984,"Espoo , Leppävaara , Säterinkuja 1 B 33",60.22063,24.809466
985,"Espoo , Matinkylä , Matinkallio 7 A",60.164303,24.746589
986,"Espoo , Saunalahti , Tyyrpuuri 4 A",60.20956,24.65104
987,"Espoo , Painiitty , Lotankatu 5 D",60.950267,25.675339
988,"Espoo , Matinkylä , Koukkuniementie 10",62.891024,25.212759
989,"Espoo , Laajalahti , Kirvuntie 18 A-B A",60.201695,24.782751
990,"Espoo , Matinkylä , Pyyntitie 1 C",65.092511,25.442619
991,"Espoo , Espoon keskus , Sinettikuja 3",60.202084,24.657504
992,"Espoo , Rastaspuisto , Tähtimötie 2 C",60.23183,24.779937
993,"Espoo , Saarniraivio , Saarnimäenkuja 4",60.20956,24.65104
994,"Espoo , Lähderanta , Lähderanta 11 A",60.240162,24.741567
995,"Espoo , Piispankallio 6 A",60.166676,24.743506
996,"Espoo , Kauklahti , Voudinkuja 3",60.614789,24.846724
997,"Espoo , Niittykumpu , Niittykatu 1 E-F",62.315625,27.837681
998,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
999,"Espoo , Leppävaara , Rummunlyöjänkatu 11 E",60.22063,24.809466
1000,"Espoo , Kilo , Vanharaide 1 B",60.217348,24.782505
1001,"Espoo , Suvela , Joupinmäenrinne 6",60.203507,24.675053
1002,"Espoo , Leppävaara , Porarinkatu 2 D",60.22063,24.809466
1003,"Espoo , Näkinkylä , Hämäläistentie 35",60.202606,24.606738
1004,"Espoo , Leppävaara , Kyyhkysmäki 24",60.22063,24.809466
1005,"Espoo , Kilo , Nihtitorpankuja 3",60.208895,24.755313
1006,"Espoo , Saunalahti , Saunalahdenkatu 2",60.168318,24.619744
1007,"Espoo , Saunalahti , Saunalahdenkatu 2",60.168318,24.619744
1008,"Espoo , Saunalahti , Saunalahdenkatu 2",60.168318,24.619744
1009,"Espoo , Örkkiniityntie 17",60.299388,24.751228
1010,"Espoo , Tuomarila , Kulovalkeantie 21",60.207298,24.686877
1011,"Espoo , Matinkylä , Sepetlahdentie 6 B",60.152372,24.744865
1012,"Espoo , Niittykumpu , Taivalmäki 5 B",60.172015,24.764398
1013,"Espoo , Niittykumpu , Haukilahdenkatu 1 A",60.172015,24.764398
1014,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
1015,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
1016,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
1017,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
1018,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
1019,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
1020,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
1021,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
1022,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
1023,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
1024,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
1025,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
1026,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
1027,"Espoo , Niittykumpu , Niittysillankulma 2 C",60.172015,24.764398
1028,"Espoo , Laajalahti , Kirvuntie 18 C-D D",60.201695,24.782751
1029,"Espoo , Niittykumpu , Haukilahdenkatu 1 A",60.172015,24.764398
1030,"Espoo , Matinkylä , Markkinakatu 4 A",60.160451,24.736148
1031,"Espoo , Vermonniitty , Anna Sahlsténin katu 8",60.213433,24.827591
1032,"Espoo , Niittykumpu , Niittymaantie 10",60.172015,24.764398
1033,"Espoo , Kuninkainen , Herttuantie 4",60.282295,24.96276
1034,"Espoo , Vermonniitty , Uuno Kailaan katu 4",60.212713,24.833
1035,"Espoo , Leppävaara , Kyyhkysmäki 16 A",60.22063,24.809466
1036,"Espoo , Tapiola , Neulaspolku 2 A",60.509491,25.080711
1037,"Espoo , Ymmersta , Ullanmäentie 14",60.206725,24.71029
1038,"Espoo , Tuomarila , Kulovalkeantie 17",60.20672,24.684662
1039,"Espoo , Tuomarila , Ratalaaksonkuja 14",60.206217,24.677983
1040,"Espoo , Saunalahti , Tiimalasintie 5 A",60.167302,24.612697
1041,"Espoo , Leppävaara , Vallikatu 15 B",60.22063,24.809466
1042,"Espoo , Leppävaara , Vallikatu 15 A",60.22063,24.809466
1043,"Espoo , Lähderanta , Lähderanta 20 E",60.240162,24.741567
1044,"Espoo , Vermonniitty , Kaarlo Sarkian katu 1",60.214606,24.833416
1045,"Espoo , Vermonniitty , Kaarlo Sarkian katu 1",60.214606,24.833416
1046,"Espoo , Kilo , Multahaankuja 8",60.222467,24.787305
1047,"Espoo , Leppävaara , Kyyhkysmäki 12",60.22063,24.809466
1048,"Espoo , Nöykkiö , Eestintaival 3 E",60.170304,24.675417
1049,"Espoo , Kauklahti , Hansakallio 3 A",60.184653,24.601151
1050,"Espoo , Iivisniemi , Arttelikuja 1",60.146322,24.70435
1051,"Espoo , Niittykumpu , Taivalmäki 5 A",60.172015,24.764398
1052,"Espoo , Soukka , Soukankaari 13 G",60.141209,24.66778
1053,"Espoo , Suvela , Kirstinharju 23",60.205889,24.672069
1054,"Espoo , Leppävaara , Bertel Jungin aukio 4 C",60.22063,24.809466
1055,"Espoo , Kavallinmäki , Kavallinrinne 8",60.222892,24.736338
1056,"Espoo , Soukka , Alakartanontie 4 A",60.13667,24.674784
1057,"Espoo , Painiitty , Lotankatu 8",60.950568,25.675844
1058,"Espoo , Leppävaara , Mestarinkatu 12",60.22063,24.809466
1059,"Espoo , Tuomarila , Kulovalkeantie 22 A",60.20749,24.684481
1060,"Espoo , Espoon keskus , Kirkkojärventie 10",60.206317,24.657636
1061,"Espoo , Laaksolahti , Rastasniityntie 1",60.232914,24.753493
1062,"Espoo , Kilo , Kilonpurontie 2",60.216029,24.784724
1063,"Espoo , Espoonlahti , Kipparinkatu 4 A",62.84952,27.703385
1064,"Espoo , Muurarinkuja 1 E",60.224188,24.811982
1065,"Espoo , Painiitty , Lotankatu 5 D",60.950267,25.675339
1066,"Espoo , Laajalahti , Kirvuntie 18 A-B A",60.201695,24.782751
1067,"Espoo , Matinkylä , Kala-Maija 4 A",60.158688,24.740233
1068,"Espoo , Muurala , Espoontie 12",60.214844,24.652692
1069,"Espoo , Saunalahti , Kummelivuorentie 6",60.164034,24.618251
1070,"Espoo , Henttaa , Linda Tannerin kuja 2 C",60.1883,24.735799
1071,"Espoo , Vermonniitty , Perilänniitty 3 A",60.20956,24.65104
1072,"Espoo , Vermonniitty , Kaarlo Sarkian katu 10 C",60.214496,24.832756
1073,"Espoo , Matinkylä , Kala-Matti 3 A",60.158317,24.738457
1074,"Espoo , Vallikallio , Vallikatu 9 D",61.547459,29.510631
1075,"Espoo , Painiitty , Lotankatu 8",60.950568,25.675844
1076,"Espoo , Leppävaara , Kyyhkysmäki 16 B",60.22063,24.809466
1077,"Espoo , Olari , Kuunsirppi 6 A",60.167557,24.735159
1078,"Espoo , Karhusuo , Miilumäki 4",60.223067,24.654923
1079,"Espoo , Otaniemi , Kivimiehentie 2",60.179189,24.828084
1080,"Espoo , Vermonniitty , Perilänniitty 2",60.20956,24.65104
1081,"Espoo , Perkkaa , Perkkaantie 3",60.218008,24.81752
1082,"Espoo , Perkkaa , Perkkaantie 3",60.218008,24.81752
1083,"Espoo , Kauklahti , Kauppakumppanintie 2",60.184653,24.601151
1084,"Espoo , Kauklahti , Hansakallionkuja 6 C 09",60.184653,24.601151
1085,"Espoo , Leppävaara , Ratsukatu 4 B",60.22063,24.809466
1086,"Espoo , Tuomarila , Ratalaaksonkuja 14",60.206217,24.677983
1087,"Espoo , Suurpelto , Likusterikatu 1 A-C",60.191225,24.741424
1088,"Espoo , Tuomarila , Ratalaaksonkuja 14",60.206217,24.677983
1089,"Espoo , Tuomarila , Tuomarilankatu 1",60.205311,24.683173
1090,"Espoo , Matinkylä , Matinkallio 2",60.162204,24.747814
1091,"Espoo , Tapiola , Aarnivalkeantie 3",60.175487,24.803185
1092,"Espoo , Suurpelto , Piilipuuntie 25",60.188712,24.738873
1093,"Espoo , Karakallio , Kalasääksentie 6",60.229283,24.777225
1094,"Espoo , Vermonniitty , Majurinkatu 3 C",60.213406,24.827051
1095,"Espoo , Ratamotie 6",60.232342,24.774592
1096,"Espoo , Suurpelto , Suurpellon Puistokatu 6 A-C",60.185172,24.743572
1097,"Espoo , Kilo , Trillakatu 3",60.217903,24.78615
1098,"Espoo , Espoon keskus , Reviisorinkatu 8",60.205934,24.666958
1099,"Espoo , Espoon keskus , Valakuja 8",60.202552,24.658554
1100,"Espoo , Suvela , Kirstintie 28",60.205054,24.672615
1101,"Espoo , Suvela , Kirstintie 28",60.205054,24.672615
1102,"Espoo , Viherlaakso , Humisevanportti 2 B",60.232323,24.735796
1103,"Espoo , Espoon keskus , Valakuja 8",60.202552,24.658554
1104,"Espoo , Kivenlahti , Marinkallio 4",60.15724,24.641398
1105,"Espoo , Leppävaara , Itsehallintotie 1 C",60.22063,24.809466
1106,"Espoo , Laajalahti , Kirvuntie 18 C-D C",60.201695,24.782751
1107,"Espoo , Niittykumpu , Niittykatu 10 C",60.459372,26.212679
1108,"Espoo , Vermonniitty , Perilänniitty 7 C",60.20956,24.65104
1109,"Espoo , Niittykumpu , Niittykatu 1 E-F",62.315625,27.837681
1110,"Espoo , Lasilaakso , Lasimäki 2",60.183457,24.583639
1111,"Espoo , Suvela , Kirstintie 28",60.205054,24.672615
1112,"Espoo , Vermonniitty , Uuno Kailaan katu 5",60.213388,24.833081
1113,"Espoo , Suvela , Kirstintie 17",62.282614,25.754692
1114,"Espoo , Suurpelto , Piilipuuntie 11",60.186523,24.74117
1115,"Espoo , Leppävaara , Leppäviita 1",60.22063,24.809466
1116,"Espoo , Laaksolahti , Rastasniityntie 1",60.232914,24.753493
1117,"Espoo , Olari , Kuusikallionkuja 3",60.167557,24.735159
1118,"Espoo , Karakallio , Kotkatie 6 B",60.229283,24.777225
1119,"Espoo , Otaniemi , Kivimiehentie 2",60.179189,24.828084
1120,"Espoo , Kivenlahti , Aallonhuippu 4",60.15724,24.641398
1121,"Espoo , Soukka , Kaskivuorenkuja 3 C",60.140076,24.665627
1122,"Espoo , Matinkylä , Matinkatu 22 A 27",60.15789,24.740306
1123,"Espoo , Niittykumpu , Niittymaantie 10",60.172015,24.764398
1124,"Espoo , Soukan rantatie 13 D",60.132143,24.663074
1125,"Espoo , Saunalahti , Kummelivuorentie 15 B",60.164649,24.620009
1126,"Espoo , Vanhakartano , Haapaniemenrinne 2",60.20956,24.65104
1127,"Espoo , Perusmäki , Lavaniityntie 2",60.285979,24.724975
1128,"Espoo , Leppävaara , Vallikatu 9",61.547459,29.510631
1129,"Espoo , Sepänkylä , Peuraniitty 1 D",60.20956,24.65104
1130,"Espoo , Sepänkylä , Peuraniitty 1 E",60.20956,24.65104
1131,"Espoo , Vermonniitty , Perilänniitty 3 B",60.20956,24.65104
1132,"Espoo , Muurarinkuja 1 F",60.224188,24.811982
1133,"Espoo , Sepänkylä , Peuraniitty 1 E",60.20956,24.65104
1134,"Espoo , Suvela , Kirstinmäki 6",60.201774,24.664871
1135,"Espoo , Suvela , Kirstinmäki 6",60.201774,24.664871
1136,"Espoo , Suvela , Kirstinmäki 6",60.201774,24.664871
1137,"Espoo , Suvela , Kirstinmäki 6",60.201774,24.664871
1138,"Espoo , Suvela , Kirstinmäki 6",60.201774,24.664871
1139,"Espoo , Suvela , Kirstinmäki 6",60.201774,24.664871
