,address,latitude,longitude
378,"Espoo , Espoonlahti , Kipparinkatu 4 A",62.84952,27.703385
379,"Espoo , Kivenlahti , Marinportti 5 B 38",60.15724,24.641398
380,"Espoo , Vermonniitty , Kaarlo Sarkian katu 1",60.214606,24.833416
381,"Espoo , Matinkylä , Koronakatu 1 B",60.166238,24.731531
382,"Espoo , Matinkylä , Koronakatu 1 B",60.166238,24.731531
383,"Espoo , Matinkylä , Koronakatu 1 B",60.166238,24.731531
384,"Espoo , Matinkylä , Koronakatu 1 B",60.166238,24.731531
385,"Espoo , Matinkylä , Koronakatu 1 B",60.166238,24.731531
386,"Espoo , Matinkylä , Koronakatu 1 B",60.166238,24.731531
387,"Espoo , Matinkylä , Koronakatu 1 B",60.166238,24.731531
388,"Espoo , Kilo , Nihtitorpankuja 5 A 0",60.208151,24.756396
389,"Espoo , Matinkylä , Koronakatu 1 B",60.166238,24.731531
390,"Espoo , Matinkylä , Koronakatu 1 B",60.166238,24.731531
391,"Espoo , Matinkylä , Koronakatu 1 B",60.166238,24.731531
392,"Espoo , Matinkylä , Koronakatu 1 B",60.166238,24.731531
393,"Espoo , Sepänkylä , Peuraniitty 1 E",60.20956,24.65104
394,"Espoo , Matinkylä , Koronakatu 1 B",60.166238,24.731531
395,"Espoo , Matinkylä , Koronakatu 1 A",60.166238,24.731531
396,"Espoo , Suurpelto , Suurpellon Puistokatu 14",60.186774,24.742722
397,"Espoo , Leppävaara , Kirjurinkuja 1",60.22063,24.809466
398,"Espoo , Matinkylä , Matinkatu 8",60.159211,24.74665
399,"Espoo , Vermonniitty , Uuno Kailaan katu 6",60.212804,24.831965
400,"Espoo , Tuomarila , Puistotie 3 D",60.20956,24.65104
401,"Espoo , Matinkylä , Kala-Maija 3",60.158983,24.740123
402,"Espoo , Perkkaa , Perkkaantie 3",60.218008,24.81752
403,"Espoo , Näkinkylä , Kauppakumppanintie 2 C",60.199273,24.607216
404,"Espoo , Espoon keskus , Asemakuja 3",63.099603,23.035782
405,"Espoo , Kauklahti , Bassenkuja 1 C",60.184653,24.601151
406,"Espoo , Niittykumpu , Koivu-Mankkaan tie 1",60.172015,24.764398
407,"Espoo , Kivenlahti , Marinkallio 6",60.15724,24.641398
408,"Espoo , Matinkylä , Matinraitti 11 D",60.157609,24.745408
409,"Espoo , Haukilahti , Pitkänkalliontie 9 A",60.702925,26.857557
410,"Espoo , Suvela , Kirstinharju 23",60.205889,24.672069
411,"Espoo , Matinkylä , Kala-Maija 3",60.158983,24.740123
412,"Espoo , Vesirattaanmäki , Vesirattaanmäki 1 A",60.227324,24.666557
413,"Espoo , Matinkylä , Matinkatu 22 A",60.15789,24.740306
414,"Espoo , Matinkylä , Matinkatu 22 A",60.15789,24.740306
415,"Espoo , Suvela , Kirstintie 30",60.205482,24.672946
416,"Espoo , Kivenlahti , Maininkitie 12 B",60.15724,24.641398
417,"Espoo , Niittykumpu , Niittysillankulma 2 D",60.172015,24.764398
418,"Espoo , Viherlaakso , Viherlaaksonranta 3 D",60.226224,24.73107
419,"Espoo , Suurpelto , Henttaan puistokatu 8 A",60.188565,24.741841
420,"Espoo , Suvela , Kirstintie 30",60.205482,24.672946
421,"Espoo , Kauklahti , Tegelhagen 2",60.184653,24.601151
422,"Espoo , Espoonlahti , Ulappakatu 1D",60.1505,24.655735
423,"Espoo , Matinkylä , Matinpuronkuja 2 F",60.161466,24.754101
424,"Espoo , Matinkylä , Matinpuronkuja 2 D",60.161466,24.754101
425,"Espoo , Leppävaara , Tulkinkuja 3",60.22063,24.809466
426,"Espoo , Leppävaara , Tulkinkuja 3",60.22063,24.809466
427,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
428,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
429,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
430,"Espoo , Kurttila , Nahkasuutarintie 7 B",60.180668,24.605197
431,"Espoo , Viherlaakso , Viherlaaksonranta 7 H",60.228216,24.731438
432,"Espoo , Suurpelto , Likusterikatu 1 D",60.191225,24.741424
433,"Espoo , Lintuvaara , Lintukorvenkuja 1",60.231084,24.804731
434,"Espoo , Espoonlahti , Ruorikuja 2",62.221866,25.856023
435,"Espoo , Vermonniitty , Majurinkatu 3 C",60.213406,24.827051
436,"Espoo , Matinkylä , Nelikkokuja 10 A",60.160695,24.742042
437,"Espoo , Saunalahti , Reelinkikatu 2",60.167792,24.619457
438,"Espoo , Kivenlahti , Kivenlahdenkatu 6",60.15724,24.641398
439,"Espoo , Karvasmäki , Vanha Turuntie 75 H-S",60.217995,24.661109
440,"Espoo , Kivenlahti , Tyrskyvuori 4 B",60.15724,24.641398
441,"Espoo , Kavallinmäki , Kavallinmäki 13 B",60.224215,24.737023
442,"Espoo , Saunalahti , Tiimalasintie 6 C",60.167836,24.61437
443,"Espoo , Kivenlahti , Tyrskyvuori 4 B",60.15724,24.641398
444,"Espoo , Saunalahti , Tiimalasintie 6 B",60.167836,24.61437
445,"Espoo , Espoonlahti , Kipparinkatu 4 A 10",60.20956,24.65104
446,"Espoo , Kivenlahti , Meriusva 5 A",60.15724,24.641398
447,"Espoo , Otaniemi , Kivimiehentie 2",60.179189,24.828084
448,"Espoo , Matinkylä , Kaisankuja 1 A",61.12302,22.138648
449,"Espoo , Niittykumpu , Niittykatu 7 A",60.527788,26.932443
450,"Espoo , Saunalahti , Linjaloistonkatu 3 B",60.20956,24.65104
451,"Espoo , Matinkylä , Liisankuja 2",60.15304,24.744045
452,"Espoo , Leppävaara , Porarinkatu 7 C",60.22063,24.809466
453,"Espoo , Saunalahti , Kompassikatu 9 B",60.168697,24.612343
454,"Espoo , Westend , Munkkiluodonkuja 2 E",60.161129,24.792278
455,"Espoo , Espoonlahti , Kipparinkatu 4A",62.84952,27.703385
456,"Espoo , Suurpelto , Klariksentie 1",60.184269,24.739611
457,"Espoo , Lintuvaara , Tikankolo 6 A",60.228657,24.804099
458,"Espoo , Olari , Kuunsirppi 6 A",60.167557,24.735159
459,"Espoo , Olari , Piispanportti 9",60.167557,24.735159
460,"Espoo , Suvela , Joupinmäensyrjä 8",60.202321,24.676075
461,"Espoo , Matinkylä , Matinkatu 24",61.327868,22.156622
462,"Espoo , Vanttila , Mesimäki 10",60.18524,24.617112
463,"Espoo , Kivenlahti , Aallonhuippu 7 A",60.15724,24.641398
464,"Espoo , Saunalahti , Tiimalasintie 6",60.167836,24.61437
465,"Espoo , Matinkylä , Matinkatu 22",60.15789,24.740306
466,"Espoo , Matinkylä , Matinkatu 22",60.15789,24.740306
467,"Espoo , Saunalahti , Tiimalasintie 6",60.167836,24.61437
468,"Espoo , Leppävaara , Porarinkatu 2 D",60.22063,24.809466
469,"Espoo , Leppävaara , Rummunlyöjänkatu 11 D",60.22063,24.809466
470,"Espoo , Lippajärvi , Linnustajantie 17 B",60.227666,24.710436
471,"Espoo , Vermonniitty , Majurinkatu 3 C",60.213406,24.827051
472,"Espoo , Olari , Piispanportti 9",60.167557,24.735159
473,"Espoo , Matinkylä , Nelikkotie 2",60.161998,24.740475
474,"Espoo , Suurpelto , Likusterikatu 1 A-C",60.191225,24.741424
475,"Espoo , Olari , Ylistörmä 1",60.167557,24.735159
476,"Espoo , Leppävaara , Tulkinkuja 3",60.22063,24.809466
477,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
478,"Espoo , Tapiola , Jousenkaari 9 B",60.175487,24.803185
479,"Espoo , Kilo , Kilonpurontie 2",60.216029,24.784724
480,"Espoo , Mankkaa , Seilimäki 25 C",60.188913,24.767684
481,"Espoo , Kivenlahti , Aallonhuippu 4",60.15724,24.641398
482,"Espoo , Perusmäki , Lavaniityntie 4",60.286464,24.724435
483,"Espoo , Matinkylä , Matinkatu 10 B",61.326729,22.156948
484,"Espoo , Kivenlahti , Maininkitie 12 B",60.15724,24.641398
485,"Espoo , Saunalahti , Tyyrpuuri 2 B",60.20956,24.65104
486,"Espoo , Saunalahti , Paapuuri 4 A",60.20956,24.65104
487,"Espoo , Perusmäki , Purolaakso 9 B",60.283632,24.750122
488,"Espoo , Leppävaara , Runoratsunkatu 3 A",60.22063,24.809466
489,"Espoo , Tapiola , Aarnivalkeantie 5 D",60.175487,24.803185
490,"Espoo , Matinkylä , Matinraitti 9",60.157824,24.746456
491,"Espoo , Tapiola , Sateentie 4 A",60.175487,24.803185
492,"Espoo , Saunalahti , Linjaloistonkatu 5 B",60.20956,24.65104
493,"Espoo , Ratamotie 6",60.232342,24.774592
494,"Espoo , Vermonniitty , Uuno Kailaan katu 6",60.212804,24.831965
495,"Espoo , Tapiola , Elosalamantie 2 G",60.175487,24.803185
496,"Espoo , Tillinmäki , Vuorikukantie 10",60.17155,24.640695
497,"Espoo , Leppävaara , Armas Launiksen katu 14",60.22063,24.809466
498,"Espoo , Nöykkiö , Eestinlaakso 11 A",60.169428,24.678742
499,"Espoo , Suvela , Kirstinharju 9 H",60.202663,24.667425
500,"Espoo , Tuomarila , Kulovalkeantie 22 B",60.20749,24.684481
501,"Espoo , Soukka , Soukankaari 13 F",60.141209,24.66778
502,"Espoo , Matinkylä , Matinkatu 22 D",60.15789,24.740306
503,"Espoo , Suvela , Kirstinharju 23",60.205889,24.672069
504,"Espoo , Laajalahti , Kaukolantie 17",60.201695,24.782751
505,"Espoo , Tapiola , Länsituuli 8 B",60.175487,24.803185
506,"Espoo , Niittykumpu , Merituulentie 38 A",60.172015,24.764398
507,"Espoo , Kivenlahti , Marinkallio 6",60.15724,24.641398
508,"Espoo , Tuomarila , Tuomarilanportti 6 A",60.205247,24.68103
509,"Espoo , Leppävaara , Säterinkuja 1 C 52",60.22063,24.809466
510,"Espoo , Vermonniitty , Kaarlo Sarkian katu 10 C",60.214496,24.832756
511,"Espoo , Kauklahti , Hansatie 4 K",60.184653,24.601151
512,"Espoo , Niittykumpu , Merituulentie 38 A",60.172015,24.764398
513,"Espoo , Vermonniitty , Uuno Kailaan katu 6",60.212804,24.831965
514,"Espoo , Niittykumpu , Niittykuja 2 B",62.965005,23.041112
515,"Espoo , Kivenlahti , Maininkitie 9 G",60.15724,24.641398
516,"Espoo , Lintuvaara , Kiskottajankuja 4 D",60.230423,24.815323
517,"Espoo , Espoon keskus , Sinettikuja 3",60.202084,24.657504
518,"Espoo , Tiistilä , KALAONNENTIE 3 C",60.15626,24.728604
519,"Espoo , Niittymaa , Niittyportinpolku 4 B",60.20956,24.65104
520,"Espoo , Matinkylä , Tynnyritie 1",60.159711,24.736451
521,"Espoo , Matinkylä , Kala-Maija 3",60.158983,24.740123
522,"Espoo , Kivenlahti , Kivenlahdenkatu 5",60.15724,24.641398
523,"Espoo , Suvela , Joupinrinne 4",60.202615,24.678472
524,"Espoo , Niittykumpu , Taivalmäki 5 A",60.172015,24.764398
525,"Espoo , Tuomarila , Kulovalkeantie 21",60.207298,24.686877
526,"Espoo , Suvela , Kirstinmäki 3 D",60.202126,24.666524
527,"Espoo , Vermonniitty , Uuno Kailaan katu 7",60.213451,24.832261
528,"Espoo , Kilo , Vanharaide 1 B",60.217348,24.782505
529,"Espoo , Lintuvaara , Kiskottajankuja 2 A",60.230207,24.814217
530,"Espoo , Matinkylä , Kaisankuja 1",61.12302,22.138648
531,"Espoo , Soukka , Soukankaari 5 C",60.140945,24.670609
532,"Espoo , Leppävaara , Tulkinkuja 3",60.22063,24.809466
533,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
534,"Espoo , Soukka , Kaskivuorenkuja 3 B",60.140076,24.665627
535,"Espoo , Laurinlahti , Ristiniementie 16",60.14016,24.64352
536,"Espoo , Olari , Piispanpiha 4",60.167557,24.735159
537,"Espoo , Finnoo , Syväsalmenkatu 9, B38",60.20956,24.65104
538,"Espoo , Kilo , Kutojantie 10",60.799492,25.730819
539,"Espoo , Viherlaakso , Lukionahde 3 A",60.229112,24.737101
540,"Espoo , Tuomarila , Lyhtykuja 2",60.277798,25.010931
541,"Espoo , Karhusuo , Patokuja 6 E 11",60.222786,24.67243
542,"Espoo , Tuomarila , Joupinpuisto 1 D",60.20293,24.680199
543,"Espoo , Soukka , Soukankaari 8 A",60.139856,24.669461
544,"Espoo , Matinkylä , Puolikkotie 6 A",60.162543,24.73923
545,"Espoo , Ingaksenmäki 2",60.223864,24.693691
546,"Espoo , Ingaksenmäki 2",60.223864,24.693691
547,"Espoo , Leppävaara , Ruusutorpantie 2",60.22063,24.809466
548,"Espoo , Lintukorpi 13",60.231077,24.80325
549,"Espoo , Espoon keskus , Sinettikuja 2",60.201492,24.65807
550,"Espoo , Suvela , Suvelantie 18",60.20415,24.674845
551,"Espoo , Tuomarila , Tuomarilankatu 5",60.204256,24.680378
552,"Espoo , Kivenlahti , Marinkallio 8",60.15724,24.641398
553,"Espoo , Haukilahti , Ahventie 1 B",64.081342,24.549545
554,"Espoo , Vesirattaanmäki , Vesirattaanmäki 1 A",60.227324,24.666557
555,"Espoo , Matinkylä , Matinkatu 22 C",60.15789,24.740306
556,"Espoo , Painiitty , Lotankatu 8",60.950568,25.675844
557,"Espoo , Kilo , Nihtitorpankuja 3",60.208895,24.755313
558,"Espoo , Suvela , Kirstintie 30",60.205482,24.672946
559,"Espoo , Mankkaa , Klovinportti 4 B",60.203519,24.758661
560,"Espoo , Tiistilä , Kalastajanmäki 8",60.155768,24.729955
561,"Espoo , Matinkylä , Kala-Matti 3 B",60.158317,24.738457
562,"Espoo , Suurpelto , Likusterikatu 1 D",60.191225,24.741424
563,"Espoo , Tapiola , Jousenkaari 5 A",60.175487,24.803185
564,"Espoo , Kilo , Ruotutorppa 8 B",60.218008,24.777929
565,"Espoo , Matinkylä , Kala-Matti 3 A",60.158317,24.738457
566,"Espoo , Tapiola , Elosalamantie 4 B",60.175487,24.803185
567,"Espoo , Suvela , Kirstintie 28",60.205054,24.672615
568,"Espoo , Leppävaara , Säterinkuja 1 C 48",60.22063,24.809466
569,"Espoo , Vermonniitty , Kaarlo Sarkian Katu 7 A",60.214735,24.833083
570,"Espoo , Matinkylä , Matinniitynkuja 8 C",60.159055,24.742541
571,"Espoo , Suurpelto , Suurpellon Puistokatu 6 A-C",60.185172,24.743572
572,"Espoo , Suvela , Kirstinharju 23",60.205889,24.672069
573,"Espoo , Soukka , Soukankaari 11 D",60.140563,24.668295
574,"Espoo , Espoon keskus , Kannusillankatu 10",60.207124,24.653481
575,"Espoo , Karhusuo , Ylämyllyntie 9 C 18",60.22542,24.657916
576,"Espoo , Muurarinkuja 1 A",60.224188,24.811982
577,"Espoo , Leppävaara , Postipuuntie 1 A",60.22063,24.809466
578,"Espoo , Suurpelto , Piilipuuntie 7",60.18578,24.740806
579,"Espoo , Suurpelto , Piilipuuntie 11",60.186523,24.74117
580,"Espoo , Saunalahti , Katajalaakso 1",60.167909,24.624479
581,"Espoo , Painiitty , Lotankatu 3",60.950241,25.674546
582,"Espoo , Saunalahti , Pohjoisviitta 1 B",60.165934,24.612039
583,"Espoo , Kilo , Nihtitorpankuja 3",60.208895,24.755313
584,"Espoo , Niittykumpu , Niittymaantie 1 E",60.172015,24.764398
585,"Espoo , Suurpelto , Suurpellon Puistokatu 6",60.185172,24.743572
586,"Espoo , Tapiola , Pohjantie 2",60.175487,24.803185
587,"Espoo , Matinkylä , Matinkallio 7 A",60.164303,24.746589
588,"Espoo , Kivenlahti , Aallonkohina 8 A",60.15724,24.641398
589,"Espoo , Tuomarila , Kulovalkeantie 14 B",60.207008,24.682638
590,"Espoo , Soukka , Soukanniementie 1 B",60.129129,24.67926
591,"Espoo , Olari , Puolikuu 5 F",60.167557,24.735159
592,"Espoo , Haukilahti , Pitkänkalliontie 11",60.157857,24.778712
593,"Espoo , Suvela , Joupinrinne 4",60.202615,24.678472
594,"Espoo , Saunalahti , Tiimalasintie 4",60.168544,24.613814
595,"Espoo , Vermonniitty , Uuno Kailaan katu 5",60.213388,24.833081
596,"Espoo , Matinkylä , Kala-Matti 3 A",60.158317,24.738457
597,"Espoo , Kivenlahti , Merivirta 11",60.15724,24.641398
598,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
599,"Espoo , Leppävaara , Ajurinkuja 1",60.22063,24.809466
600,"Espoo , Olari , Kuutamokatu 2 E",60.167557,24.735159
601,"Espoo , Leppävaara , Kyyhkysmäki 16 B",60.22063,24.809466
602,"Espoo , Pohjois-Tapiola , Tietäjäntie 3",60.188539,24.802324
603,"Espoo , Painiitty , Lotankatu 3",60.950241,25.674546
604,"Espoo , Leppävaara , Puuportti 2",60.22063,24.809466
605,"Espoo , Vermonniitty , Uuno Kailaan katu 5",60.213388,24.833081
606,"Espoo , Matinkylä , Markkinakatu 4 B",60.160451,24.736148
607,"Espoo , Matinkylä , Markkinakatu 4 A",60.160451,24.736148
608,"Espoo , Matinkylä , Puntaritie 2",60.16154,24.735766
609,"Espoo , Matinkylä , Puntaritie 2",60.16154,24.735766
610,"Espoo , Leppävaara , Leppävaarankatu 17 C 20",60.217488,24.802806
611,"Espoo , Saunalahti , Kummelivuorentie 15 C",60.164649,24.620009
612,"Espoo , Olari , Piispanportti 9",60.167557,24.735159
613,"Espoo , Matinkylä , Piispankallio 4",60.167362,24.744235
614,"Espoo , Otaniemi , Kivimiehentie 2",60.179189,24.828084
615,"Espoo , Saunalahti , Linjaloistonkatu 3",60.20956,24.65104
616,"Espoo , Laurinlahti , Ristiniementie 16",60.14016,24.64352
617,"Espoo , Kuninkainen , Herttuantie 4",60.282295,24.96276
618,"Espoo , Niipperi , Suopurontie 3 F 19",60.285158,24.744246
619,"Espoo , Tapiola , Sateentie 2 A",60.175487,24.803185
620,"Espoo , Kivenlahti , Merivirta 11 D",60.15724,24.641398
621,"Espoo , Sepänkylä , Peuraniitty 1",60.20956,24.65104
622,"Espoo , Espoon keskus , Sunantie 14 A",60.199389,24.667675
623,"Espoo , Suvela , Kirstintie 16",60.202803,24.668732
624,"Espoo , Kilo , Kilonportti 2 A",60.20956,24.65104
625,"Espoo , Otsonkallio 3",60.179733,24.817321
626,"Espoo , Matinkylä , Matinniitynkuja 6 B",60.15889,24.743519
627,"Espoo , Latokaski , Kantokaski 1",60.173688,24.66162
628,"Espoo , Suurpelto , Klariksentie 2",60.183715,24.741868
629,"Espoo , Kiltakallio , Viirikuja 1 B",60.20956,24.65104
630,"Espoo , Suurpelto , Suurpellon puistokatu 4",60.184761,24.743726
631,"Espoo , Suurpelto , Suurpellon puistokatu 4",60.184761,24.743726
632,"Espoo , Suurpelto , Suurpellon puistokatu 4",60.184761,24.743726
633,"Espoo , Suurpelto , Suurpellon puistokatu 4",60.184761,24.743726
634,"Espoo , Leppävaara , Mestarinkatu 8",60.22063,24.809466
635,"Espoo , Saunalahti , Vanha Saunalahdentie 17",60.163222,24.614056
636,"Espoo , Olari , Länsiportti 4 A",60.167557,24.735159
637,"Espoo , Niittykumpu , Niittykatu 1 E-F",62.315625,27.837681
638,"Espoo , Tillinmäentie 31 F",60.169019,24.644896
639,"Espoo , Leppävaara , Säterinrinne 2 A 14",60.22063,24.809466
640,"Espoo , Leppävaara , Leirikaari 24",60.22063,24.809466
641,"Espoo , Leppävaara , Tulkinkuja 3",60.22063,24.809466
642,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
643,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
644,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
645,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
646,"Espoo , Ymmersta , Ullantorppa 2",60.205137,24.707242
647,"Espoo , Ymmersta , Ullantorppa 2",60.205137,24.707242
648,"Espoo , Puolarmaari , Marjastajanpolku 4",60.20956,24.65104
649,"Espoo , Suurpelto , Piilipuuntie 25",60.188712,24.738873
650,"Espoo , Tuomarila , Kaksoiskiventie 49 A",60.205185,24.685726
651,"Espoo , Tuomarila , Kaksoiskiventie 49 E",60.205185,24.685726
652,"Espoo , Laurinlahti , Ristiniementie 16",60.14016,24.64352
653,"Espoo , Otaniemi , Kivimiehentie 2",60.179189,24.828084
654,"Espoo , Leppävaara , Porarinkatu 2",60.22063,24.809466
655,"Espoo , Espoon keskus , Reviisorinkatu 10",60.206052,24.667563
656,"Espoo , Espoon keskus , Valakuja 8",60.202552,24.658554
657,"Espoo , Suvela , Joupinmäenrinne 6",60.203507,24.675053
658,"Espoo , Niittykumpu , Riihitontuntie 16 B 70",60.172015,24.764398
659,"Espoo , Espoon keskus , Suviniitynkatu 1",60.205267,24.663774
660,"Espoo , Leppävaara , Säterinrinne 2 A 07",60.22063,24.809466
661,"Espoo , Kivenlahti , Ristiaallokonkatu 6 A 24",60.20956,24.65104
662,"Espoo , Matinkylä , Nelikkokuja 8 A",60.160841,24.742717
663,"Espoo , Kilo , Ruotutorppa 8 C",60.218008,24.777929
664,"Espoo , Tapiola , Jousenkaari 7 A",60.175487,24.803185
665,"Espoo , Matinkylä , Etuniementie 1 C-E",60.160688,24.722625
666,"Espoo , Matinkylä , Matinkatu 8",60.159211,24.74665
667,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
668,"Espoo , Kivenlahti , Aallonhuippu 9",60.15724,24.641398
669,"Espoo , Viherlaakso , Viherlaaksonranta 7 F",60.228216,24.731438
670,"Espoo , Suvela , Kirstinmäki 17 B",60.204593,24.668876
671,"Espoo , Kivenlahti , Marinportti 4 A",60.15724,24.641398
672,"Espoo , Niittykumpu , Niittysillankulma 2 E",60.172015,24.764398
673,"Espoo , Saunalahti , Tiimalasintie 6",60.167836,24.61437
674,"Espoo , Nöykkiö , Viittakorpi 2",60.166314,24.682416
675,"Espoo , Suurpelto , Piilipuuntie 11",60.186523,24.74117
676,"Espoo , Kilo , Haarniskakuja 6 Ja 10",60.20956,24.65104
677,"Espoo , Kauklahti , Fickenkuja 2 C-E",60.184653,24.601151
678,"Espoo , Olari , Länsiportti 4",60.167557,24.735159
679,"Espoo , Espoon keskus , Kirkkojärventie 10",60.206317,24.657636
680,"Espoo , Espoon keskus , Valakuja 8",60.202552,24.658554
681,"Espoo , Tapiola , Elosalamantie 2 C",60.175487,24.803185
682,"Espoo , Tapiola , Jousenpuistonkatu 3",60.175487,24.803185
683,"Espoo , Leppävaara , Ajurinkatu 2 D",60.22063,24.809466
684,"Espoo , Olari , Piispanpiha 7",60.167557,24.735159
685,"Espoo , Niittykumpu , Niittykatu 1 C-D",62.315625,27.837681
686,"Espoo , Matinkylä , Nelikkotie 2",60.161998,24.740475
687,"Espoo , Saunalahti , Tyyrpuuri 2",60.20956,24.65104
688,"Espoo , Kauklahti , Hansatie 4 I",60.184653,24.601151
689,"Espoo , Kivenlahti , Aalto 4 C",60.15724,24.641398
690,"Espoo , Espoonlahti , Ruorimiehenkatu 3 D",60.147918,24.650946
691,"Espoo , Lippajärvi , Linnustajantie 17 B",60.227666,24.710436
692,"Espoo , Tapiola , Kelohongantie 11 A",60.175487,24.803185
693,"Espoo , Jouppi , Joupinmäensyrjä 3",60.202584,24.672104
694,"Espoo , Mankkaa , Taavinharju 16",60.19705,24.762314
695,"Espoo , Friisilä , Tähdenlennonkuja 4 B",60.161754,24.717246
696,"Espoo , Soukka , Kaskivuorenkuja 3 C",60.140076,24.665627
697,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
698,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
699,"Espoo , Leppävaara , Armas Launiksen katu 14",60.22063,24.809466
700,"Espoo , Leppävaara , Armas Launiksen katu 14",60.22063,24.809466
701,"Espoo , Kivenlahti , Marinportti 3",60.15724,24.641398
702,"Espoo , Niipperi , Nikunmäentie 1",60.268443,24.749085
703,"Espoo , Mindeninkuja 2",60.196654,24.604483
704,"Espoo , Leppävaara , Postipuuntie 10",60.22063,24.809466
705,"Espoo , Leppävaara , Postipuuntie 10",60.22063,24.809466
706,"Espoo , Leppävaara , Runoratsunkatu 5 A",60.22063,24.809466
707,"Espoo , Tapiola , Kaskenkaatajantie 5 D",60.175487,24.803185
708,"Espoo , Niittykumpu , Haukilahdenkatu 1 A",60.172015,24.764398
709,"Espoo , Soukka , Alakartanontie 4 A",60.13667,24.674784
710,"Espoo , Karakallio , Kotkatie 6 I",60.229283,24.777225
711,"Espoo , Gumböle , Hirvisuontie 5 B 25",60.217281,24.628092
712,"Espoo , Leppävaara , Säterinkuja 1 C 40",60.22063,24.809466
713,"Espoo , Saunalahti , Linjaloistonkatu 7 B",60.20956,24.65104
714,"Espoo , Olari , Piispanportti 9 B",60.167557,24.735159
715,"Espoo , Tontunmäki , Kotitontuntie 6-8 B",60.174061,24.766071
716,"Espoo , Leppävaara , Porarinkatu 2 D",60.22063,24.809466
717,"Espoo , Tapiola , Kaskenkaatajantie 5 C",60.175487,24.803185
718,"Espoo , Kivenlahti , Tyrskyvuori 4, as 106",60.15724,24.641398
719,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
720,"Espoo , Ymmersta , Ullanmäentie 12 B",60.206511,24.708807
721,"Espoo , Matinkylä , Aapelinkatu 9 C",60.155123,24.748173
722,"Espoo , Kivenlahti , Tyrskyvuori 4, as 105",60.15724,24.641398
723,"Espoo , Espoon keskus , Kirkkojärventie 10",60.206317,24.657636
724,"Espoo , Kauklahti , Lasiportti 2",60.184653,24.601151
725,"Espoo , Suurpelto , Klariksentie 6",60.182659,24.741057
726,"Espoo , Leppävaara , Säterinrinne 2 B 15",60.225356,24.820378
727,"Espoo , Järvenperä , Pellaksenmäentie 13",60.229488,24.689124
728,"Espoo , Järvenperä , Pellaksenmäentie 13",60.229488,24.689124
729,"Espoo , Suurpelto , Piilipuuntie 17",61.171214,24.658556
730,"Espoo , Suurpelto , Piilipuuntie 17",61.171214,24.658556
731,"Espoo , Suurpelto , Piilipuuntie 17",61.171214,24.658556
732,"Espoo , Pohjois-Tapiola , Metsäpirtintie 16",60.192163,24.803615
733,"Espoo , Lintuvaara , Lintuvaarantie 21",60.226364,24.812667
734,"Espoo , Kilo , Nihtitorpankuja 3",60.208895,24.755313
735,"Espoo , Ymmersta , Ullantorpantie 1",60.205512,24.70404
736,"Espoo , Sepänkylä , Peuramäenkuja 3",60.203591,24.733337
737,"Espoo , Saunalahti , Kummelivuorentie 6",60.164034,24.618251
738,"Espoo , Olari , Piispanportti 9",60.167557,24.735159
739,"Espoo , Niittykumpu , Niittyportinpolku 2 B",60.172015,24.764398
740,"Espoo , Leppävaara , Ratsukatu 4 A",60.22063,24.809466
741,"Espoo , Järvenperä , Aurorankuja 5",60.237172,24.701246
742,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
743,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
744,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
745,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
746,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
747,"Espoo , Niittymaa , Malmiportti 4 A",60.20956,24.65104
748,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
749,"Espoo , Ymmersta , Ullantorppa 2",60.205137,24.707242
750,"Espoo , Olari , Piispanportti 9",60.167557,24.735159
751,"Espoo , Niittykumpu , Niittyportinpolku 2 B",60.172015,24.764398
752,"Espoo , Leppävaara , Ratsukatu 4 A",60.22063,24.809466
753,"Espoo , Järvenperä , Aurorankuja 5",60.237172,24.701246
754,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
755,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
756,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
757,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
758,"Espoo , Olari , Ylismäentie 12",60.167557,24.735159
759,"Espoo , Niittymaa , Malmiportti 4 A",60.20956,24.65104
760,"Espoo , Espoon keskus , Asemakuja 1",60.20445,24.659754
761,"Espoo , Ymmersta , Ullantorppa 2",60.205137,24.707242
